"id","ERGO.Function","GenBank.Function","strand","length.nt.","length.aa.","GRAVY","Molecular.Weight","Iso.electric.Point","gene.name","Kegg.Orthology","COG_Category_description","KEGG_Pathway_names","eggnog_COG_category","eggnog_seed_ortholog","eggnog_evalue","eggnog_score","eggnog_Description","eggnog_Preferred_name","eggnog_GOs","eggnog_EC","eggnog_KEGG_ko","eggnog_KEGG_Pathway","eggnog_KEGG_Module","eggnog_KEGG_Reaction","eggnog_KEGG_rclass","eggnog_BRITE","eggnog_KEGG_TC","eggnog_CAZy","eggnog_BiGG_Reaction","eggnog_PFAMs","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RCHGF001490","Hypothetical protein","CRISPR-associated endonuclease Cas1, DVULG subtype","positive",1029,343,"-0.175218658892129","38619.1187","8.98724365234375","cas1","K15342 - cas1 - CRISP-associated protein Cas1","(L) Replication and repair","-","L","908340.HMPREF9406_4019","2.66E-247","679","CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette","cas1","-","-","ko:K15342","-","-","-","-","ko00000,ko02048,ko03400","-","-","-","Cas_Cas1","NA","NA","NA"
"RCHGF001491","Hypothetical protein","hypothetical protein","negative",678,226,"0.863716814159293","25995.1139","8.75262451171875","None",,"(O) Post-translational modification, protein turnover, chaperone functions; (U) Intracellular trafficing and secretion","-","OU","908340.HMPREF9406_4020","2.02E-147","416","Protein of unknown function (DUF3307)","satE","-","-","-","-","-","-","-","-","-","-","-","DUF3307","NA","NA","NA"
"RCHGF001492","Hypothetical protein","hypothetical protein","negative",888,296,"-0.2375","34245.3727","8.86041259765625","None",,"(K) Transcription","-","K","908340.HMPREF9406_4021","1.37E-214","592","SatD family (SatD)","-","-","-","-","-","-","-","-","-","-","-","-","SatD","NA","NA","NA"
"RCHGF001493","Lysyl-tRNA synthetase (EC 6.1.1.6)","lysine--tRNA ligase (EC 6.1.1.6)","negative",1506,502,"-0.448007968127489","57512.8838000001","5.24322509765625","lysS","K04567 - KARS, lysS - lysyl-tRNA synthetase, class II [EC:6.1.1.6] [6.1.1.6]","(J) Translation","Aminoacyl-tRNA biosynthesis","J","908340.HMPREF9406_4022","0","999","Belongs to the class-II aminoacyl-tRNA synthetase family","lysS","-","6.1.1.6","ko:K04567","ko00970,map00970","M00359,M00360","R03658","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016","-","-","-","tRNA-synt_2,tRNA_anti-codon,tRNA_bind","NA","NA","NA"
"RCHGF001494",,,"negative",223,"NA",,,,"None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001495","Oligoendopeptidase F (EC 3.4.24.-)","oligoendopeptidase, M3 family (EC 3.4.24.-)","negative",1692,564,"-0.650177304964537","67137.8091000003","5.04547119140625","None","K01119 - cpdB - 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6] [3.1.3.6 3.1.4.16]","(E) Amino Acid metabolis and transport","-","E","908340.HMPREF9406_4024","0","1179","oligoendopeptidase, M3 family","pz-A","-","-","-","-","-","-","-","-","-","-","-","Peptidase_M3","NA","NA","NA"
"RCHGF001496","tRNA-dihydrouridine synthase","TIM-barrel protein, nifR3 family","negative",1014,338,"-0.222189349112426","38014.6605","5.90899658203125","None","K05540 - dusB - tRNA-dihydrouridine synthase B [EC:1.-.-.-] [1.-.-.-]","(J) Translation","-","J","908340.HMPREF9406_4025","6.54E-250","685","Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines","dus","-","-","ko:K05540","-","-","-","-","ko00000,ko01000,ko03016","-","-","-","Dus","NA","NA","NA"
"RCHGF001497","33 kDa chaperonin","chaperonin HslO","negative",888,296,"-0.19222972972973","33133.432","4.67633056640625","hslO","K04083 - hslO - molecular chaperone Hsp33","(O) Post-translational modification, protein turnover, chaperone functions","-","O","908340.HMPREF9406_4026","2.76E-214","591","Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress","hslO","-","-","ko:K04083","-","-","-","-","ko00000,ko03110","-","-","-","HSP33","NA","NA","NA"
"RCHGF001498",,"hypothetical protein","negative",453,151,"-0.368874172185431","17613.8221","5.27313232421875","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_4027","9.91E-109","312","Psort location Cytoplasmic, score 8.87","-","-","-","-","-","-","-","-","-","-","-","-","Putative_PNPOx","NA","NA","NA"
"RCHGF001499","Riboflavin transporter","hypothetical protein","negative",606,202,"0.899504950495049","22219.9157","9.95794677734375","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_4028","4.48E-130","370","Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins","ribU","-","-","-","-","-","-","-","-","-","-","-","ECF_trnsprt","RFT",,"riboflavin uptake"
"RCHGF001500",,,"negative",122,"NA",,,,"None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001501",,"hypothetical protein","positive",897,299,"-0.644816053511706","35426.9316","5.39031982421875","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_4030","5.15E-216","596","PD-(D/E)XK nuclease family transposase","-","-","-","-","-","-","-","-","-","-","-","-","PDDEXK_2","NA","NA","NA"
"RCHGF001502","Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)","mannitol dehydrogenase domain protein","negative",1086,362,"-0.109668508287293","40530.158","5.36456298828125","None","K00009 - mtlD - mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17] [1.1.1.17]","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_4031","6.14E-258","707","Mannitol dehydrogenase domain protein","-","-","-","-","-","-","-","-","-","-","-","-","Mannitol_dh_C","NA","NA","NA"
"RCHGF001503","Short chain dehydrogenase/reductase family protein","oxidoreductase, short chain dehydrogenase/reductase family protein","negative",816,272,"-0.192279411764706","29979.7978","6.23370361328125","None","K00068 - srlD - sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140] [1.1.1.140]","(I) Lipid metabolism; (Q) Secondary Structure","Fructose and mannose metabolism","IQ","908340.HMPREF9406_4032","1.07E-199","552","Belongs to the short-chain dehydrogenases reductases (SDR) family","-","-","1.1.1.140","ko:K00068","ko00051,map00051","-","R05607","RC00085","ko00000,ko00001,ko01000","-","-","-","adh_short","NA","NA","NA"
"RCHGF001504","PTS system, mannose-specific IID component (EC 2.7.1.69)","PTS system mannose/fructose/sorbose family IID component","negative",843,281,"0.445907473309608","30882.1932","8.93658447265625","None","K17467 - PTS-Dga-EIID, dgaD - PTS system, D-glucosaminate-specific IID component","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_4033","2.21E-192","535","PTS system mannose fructose sorbose family IID component","-","-","-","-","-","-","-","-","-","-","-","-","EIID-AGA","SSPTS","EnzymeIID","mannose/fructose"
"RCHGF001505","PTS system, mannose-specific IIC component (EC 2.7.1.69)","PTS system sorbose-specific iic component","negative",771,257,"0.833463035019456","27126.852","5.03204345703125","None","K17466 - PTS-Dga-EIIC, dgaC - PTS system, D-glucosaminate-specific IIC component","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_4034","1.43E-176","493","PTS system sorbose-specific iic component","-","-","-","-","-","-","-","-","-","-","-","-","EII-Sor","SSPTS","EnzymeIIC","mannose/fructose"
"RCHGF001506","PTS system, mannose-specific IIB component (EC 2.7.1.69)","PTS system sorbose subfamily IIB component","negative",492,164,"0.087804878048781","18064.1416","9.07196044921875","None","K17465 - PTS-Dga-EIIB, dgaB - PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203] [2.7.1.203]","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_4035","1.08E-107","311","PTS system sorbose subfamily IIB component","-","-","-","-","-","-","-","-","-","-","-","-","PTSIIB_sorb","SSPTS","EnzymeIIB","mannose/fructose"
"RCHGF001507",,"PTS system fructose IIA component","negative",417,139,"0.123021582733813","15441.5929","4.55621337890625","None","K17464 - PTS-Dga-EIIA, dgaA - PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203] [2.7.1.203]","(G) Carbohydrate metabolism and transport","Fructose and mannose metabolism; Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Phosphotransferase system (PTS)","G","908340.HMPREF9406_4036","8.74E-95","276","PTS system","-","-","2.7.1.191","ko:K02793","ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060","M00276","R02630","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.6.1","-","-","EIIA-man","SSPTS","EnzymeIIA","mannose/fructose"
"RCHGF001508","PTS system, mannose-specific IIA component (EC 2.7.1.69)","PRD domain protein","positive",1953,651,"-0.281413210445469","76076.2480000003","5.62591552734375","None","K03491 - licR - lichenan operon transcriptional antiterminator","(G) Carbohydrate metabolism and transport; (K) Transcription; (T) Signal Transduction","-","GKT","908340.HMPREF9406_4037","0","1288","PRD domain","-","-","-","ko:K03491","-","-","-","-","ko00000,ko03000","-","-","-","HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB","NA","NA","NA"
"RCHGF001509","Na+ driven multidrug efflux pump","MATE efflux family protein","negative",1371,457,"0.805908096280089","50194.7953000001","9.15960693359375","None",,"NA","-","V","908340.HMPREF9406_4038","4.62e-308","842","Mate efflux family protein","-","-","-","-","-","-","-","-","-","-","-","-","MatE","MOP","MATE","multidrug efflux"
"RCHGF001510",,"hypothetical protein","negative",171,57,"0.23859649122807","6679.7056","6.94512939453125","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001511",,"DNA-binding helix-turn-helix protein","negative",777,259,"0.271814671814672","28558.9964","7.54034423828125","None",,"(K) Transcription","-","K","908340.HMPREF9406_4040","1.19E-123","359","Psort location CytoplasmicMembrane, score","-","-","-","-","-","-","-","-","-","-","-","-","HTH_3","NA","NA","NA"
"RCHGF001512",,"hypothetical protein","positive",126,42,"0.504761904761905","4839.7012","9.18511962890625","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001513","Hypothetical protein","hypothetical protein","negative",417,139,"-0.17410071942446","15530.9377","6.10504150390625","None","K02110 - ATPF0C, atpE - F-type H+-transporting ATPase subunit c","(S) Function Unknown","-","S","908340.HMPREF9406_4041","5.47E-98","284","Protein of unknown function (DUF2000)","-","-","-","-","-","-","-","-","-","-","-","-","DUF2000","NA","NA","NA"
"RCHGF001514","Transporter, drug/metabolite exporter family","putative membrane protein","negative",912,304,"0.750986842105263","33922.4269","9.65521240234375","None",,"(E) Amino Acid metabolis and transport; (G) Carbohydrate metabolism and transport","-","EG","908340.HMPREF9406_4043","5.74E-211","583","Transporter Family","-","-","-","-","-","-","-","-","-","-","-","-","EamA","DMT",,"drug/metabolite"
"RCHGF001515","Transcriptional regulator, AraC family","AraC-like ligand binding domain protein","negative",984,328,"-0.313414634146342","38140.2101000001","6.02691650390625","None",,"(K) Transcription","-","K","908340.HMPREF9406_4044","1.92E-237","652","AraC-like ligand binding domain","-","-","-","-","-","-","-","-","-","-","-","-","AraC_binding,HTH_18,HTH_AraC","NA","NA","NA"
"RCHGF001516",,"hypothetical protein","positive",132,44,"0.020454545454546","5208.398","10.8244018554688","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001517","Glucokinase (EC 2.7.1.2) / transcription regulator","ROK family protein","negative",894,298,"-0.082214765100671","32801.1759","5.61761474609375","None","K00845 - glk - glucokinase [EC:2.7.1.2] [2.7.1.2]","(G) Carbohydrate metabolism and transport; (K) Transcription","-","GK","908340.HMPREF9406_4046","1.05E-219","605","ROK family","-","-","-","-","-","-","-","-","-","-","-","-","ROK","NA","NA","NA"
"RCHGF001518","Beta-glucosidase (EC 3.2.1.21)","6-phospho-beta-glucosidase GmuD (EC 3.2.1.86)","negative",1371,457,"-0.478336980306346","52980.3525","5.71221923828125","gmuD","K01223 - E3.2.1.86B, bglA - 6-phospho-beta-glucosidase [EC:3.2.1.86] [3.2.1.86]","(G) Carbohydrate metabolism and transport","Glycolysis / Gluconeogenesis; Starch and sucrose metabolism","G","908340.HMPREF9406_4047","0","967","Belongs to the glycosyl hydrolase 1 family","gmuD","-","3.2.1.86","ko:K01223","ko00010,ko00500,map00010,map00500","-","R00839,R05133,R05134","RC00049,RC00171,RC00714","ko00000,ko00001,ko01000","-","GT1","-","Glyco_hydro_1","NA","NA","NA"
"RCHGF001519",,"hypothetical protein","negative",114,38,"0.6","4277.0663","5.75189208984375","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001520","Transcriptional regulator, RpiR family","SIS domain protein","negative",801,267,"-0.093632958801498","31030.422","6.33673095703125","None",,"(K) Transcription","-","K","908340.HMPREF9406_4049","1.33E-186","519","Helix-turn-helix domain, rpiR family","-","-","-","-","-","-","-","-","-","-","-","-","HTH_6,SIS","NA","NA","NA"
"RCHGF001521","Alpha-mannosidase (EC 3.2.1.24)","glycosyl hydrolase family 38 N-terminal domain protein","negative",2607,869,"-0.481472957422324","101190.461100001","5.31915283203125","None","K15524 - mngB - mannosylglycerate hydrolase [EC:3.2.1.170] [3.2.1.170]","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_4050","0","1788","Glycosyl hydrolases family 38 C-terminal domain","-","-","3.2.1.170","ko:K15524","-","-","-","-","ko00000,ko01000","-","GH38","-","Alpha-mann_mid,Glyco_hydro_38,Glyco_hydro_38C","NA","NA","NA"
"RCHGF001522","PTS system, mannose-specific IIAB component (EC 2.7.1.69) / PTS system, mannose-specific IIC component (EC 2.7.1.69)","phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2","negative",450,150,"-0.214","16711.7815","5.30047607421875","None","K02768 - PTS-Fru-EIIA, fruB - PTS system, fructose-specific IIA component [EC:2.7.1.202] [2.7.1.202]","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_4051","1.47E-105","304","Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2","-","-","-","-","-","-","-","-","-","-","-","-","PTS_EIIA_2","SSPTS","EnzymeIIA","fructose"
"RCHGF001523","PTS system, mannose-specific IIAB component (EC 2.7.1.69) / PTS system, mannose-specific IIC component (EC 2.7.1.69)","phosphotransferase system, EIIC","negative",1470,490,"0.600204081632654","51727.4658","8.61944580078125","None","K02794 - PTS-Man-EIIB, manX - PTS system, mannose-specific IIB component [EC:2.7.1.191] [2.7.1.191]; K02795 - PTS-Man-EIIC, manY - PTS system, mannose-specific IIC component","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_4052","0","939","PTS system, fructose subfamily","-","-","-","ko:K11203","-","M00306","-","-","ko00000,ko00002,ko02000","4.A.2.1","-","-","PTS_EIIA_2,PTS_EIIC,PTS_IIB","SSPTS","EnzymeIIBC","fructose"
"RCHGF001524","Cell division protein ftsH (EC 3.4.24.-)","ATP-dependent metallopeptidase HflB (EC 3.4.24.-)","negative",2022,674,"-0.397032640949555","74737.6195000004","5.35247802734375","hflB","K03798 - ftsH, hflB - cell division protease FtsH [EC:3.4.24.-] [3.4.24.-]","(O) Post-translational modification, protein turnover, chaperone functions","-","O","908340.HMPREF9406_4053","0","1303","Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins","ftsH","-","-","ko:K03798","-","M00742","-","-","ko00000,ko00002,ko01000,ko01002,ko03110","-","-","-","AAA,FtsH_ext,Peptidase_M41","NA","NA","NA"
"RCHGF001525","Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)","hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)","negative",537,179,"-0.046927374301676","20112.0124","4.93963623046875","hpt","K00760 - hprT, hpt, HPRT1 - hypoxanthine phosphoribosyltransferase [EC:2.4.2.8] [2.4.2.8]","(F) Nucleotide metabolism and transport","Purine metabolism; Drug metabolism - other enzymes; Metabolic pathways; Biosynthesis of secondary metabolites","F","908340.HMPREF9406_4054","1.89E-122","349","Belongs to the purine pyrimidine phosphoribosyltransferase family","hpt","-","2.4.2.8","ko:K00760","ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110","-","R00190,R01132,R01229,R02142,R08237,R08238,R08245","RC00063,RC00122","ko00000,ko00001,ko01000","-","-","-","Pribosyltran","NA","NA","NA"
"RCHGF001526","tRNA(Ile)-lysidine synthetase TilS (EC 6.3.4.19)","tRNA(Ile)-lysidine synthetase (EC 6.3.4.-)","negative",1218,406,"-0.364532019704433","47317.1232","7.95147705078125","tilS","K04075 - tilS, mesJ - tRNA(Ile)-lysidine synthase [EC:6.3.4.19] [6.3.4.19]","(D) Cell cycle control and mitosis","-","D","908340.HMPREF9406_4055","4.34E-303","825","Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine","tilS","-","6.3.4.19","ko:K04075","-","-","R09597","RC02633,RC02634","ko00000,ko01000,ko03016","-","-","-","ATP_bind_3,TilS,TilS_C","NA","NA","NA"
"RCHGF001527",,"hypothetical protein","negative",771,257,"-0.270428015564203","29967.2272","5.66571044921875","None",,"(K) Transcription","-","K","908340.HMPREF9406_4056","1.76E-186","518","An automated process has identified a potential problem with this gene model","-","-","-","-","-","-","-","-","-","-","-","-","AAA-ATPase_like,PDDEXK_9","NA","NA","NA"
"RCHGF001528",,"hypothetical protein","negative",288,96,"-0.228125","10787.9964","4.58050537109375","None",,"(K) Transcription","-","K","908340.HMPREF9406_4057","2.77E-64","196","Psort location Cytoplasmic, score 8.87","-","-","-","-","-","-","-","-","-","-","-","-","AAA-ATPase_like,PDDEXK_9","NA","NA","NA"
"RCHGF001529",,"hypothetical protein","negative",369,123,"-0.402439024390244","14785.8771","5.74957275390625","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_4058","4.06E-81","240","Predicted AAA-ATPase","-","-","-","-","-","-","-","-","-","-","-","-","AAA-ATPase_like","NA","NA","NA"
"RCHGF001530",,"hypothetical protein","negative",180,60,"-0.736666666666667","7267.2498","9.24908447265625","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_4059","2.22E-38","127","Predicted AAA-ATPase","-","-","-","-","-","-","-","-","-","-","-","-","AAA-ATPase_like","NA","NA","NA"
"RCHGF001531",,"hypothetical protein","negative",387,129,"-0.175193798449612","14386.957","4.52191162109375","None",,"NA","-","-","908340.HMPREF9406_4060","8.67E-88","258","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF001532",,"putative stage II sporulation protein E","negative",1866,622,"0.258842443729904","70175.2961000003","6.06414794921875","None",,"(K) Transcription; (T) Signal Transduction","-","KT","908340.HMPREF9406_4061","0","1180","stage ii sporulation protein e","spoIIE","GO:0005575,GO:0005623,GO:0042601,GO:0042763,GO:0044464","3.1.3.16","ko:K06382","-","-","-","-","ko00000,ko01000","-","-","-","SpoIIE","NA","NA","NA"
"RCHGF001533",,"hypothetical protein","negative",135,45,"-0.775555555555556","5358.1216","8.19000244140625","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001534",,"hypothetical protein","negative",567,189,"-0.48941798941799","21936.9562","7.01214599609375","None",,"NA","-","-","908340.HMPREF9406_4063","2.67E-136","385","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF001535",,"hypothetical protein","positive",183,61,"0.162295081967213","6837.0836","9.99468994140625","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001536","Undecaprenyl-phosphate alpha-N-acetylglucosaminephosphotransferase (EC 2.7.8.33)","glycosyltransferase, group 4 family (EC 2.7.8.-)","negative",1098,366,"0.848360655737707","40158.0443","9.60968017578125","None","K02851 - wecA, tagO, rfe - UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35] [2.7.8.33 2.7.8.35]","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_4065","1.19E-225","626","PFAM Glycosyl transferase family 4","tagO","-","2.7.8.33,2.7.8.35","ko:K02851,ko:K13007","-","-","R08856","RC00002","ko00000,ko01000,ko01003,ko01005","-","-","-","Glycos_transf_4","NA","NA","NA"
"RCHGF001537","Rod shape-determining protein mreB","cell shape determining protein, MreB/Mrl family","negative",984,328,"0.150914634146342","35082.3985","5.25531005859375","mbl","K03569 - mreB - rod shape-determining protein MreB and related proteins","(D) Cell cycle control and mitosis","-","D","658659.HMPREF0983_03846","5.65E-230","634","Psort location Cytoplasmic, score 9.98","-","-","-","ko:K03569","-","-","-","-","ko00000,ko02048,ko03036,ko04812","1.A.33.1,9.B.157.1","-","-","MreB_Mbl","NA","NA","NA"
"RCHGF001538","Stage II sporulation protein Q","peptidase, M23 family","negative",621,207,"-0.403381642512077","23069.9889","6.18988037109375","None",,"(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_4067","2.15E-144","407","COG0739 Membrane proteins related to metalloendopeptidases","spoIIQ","GO:0005575,GO:0005623,GO:0042601,GO:0042763,GO:0044464","-","ko:K06386","-","-","-","-","ko00000","1.A.34.1.1","-","-","Peptidase_M23","EVE1-C",,"unknown substrate"
"RCHGF001539","Stage II sporulation protein D","stage II sporulation protein D","negative",870,290,"-0.709310344827587","32814.4907","6.28546142578125","spoIID","K06381 - spoIID - stage II sporulation protein D","(D) Cell cycle control and mitosis","-","D","908340.HMPREF9406_4068","2.64E-209","578","stage II sporulation protein D","spoIID","-","-","ko:K06381","-","-","-","-","ko00000","-","-","-","SpoIID","NA","NA","NA"
"RCHGF001540",,"response regulator receiver domain protein","negative",1578,526,"-0.348669201520913","61561.9925000001","5.52911376953125","None","K07720 - yesN - two-component system, response regulator YesN","(K) Transcription","-","K","908340.HMPREF9406_4069","0","1025","helix_turn_helix, arabinose operon control protein","-","-","-","-","-","-","-","-","-","-","-","-","Response_reg","NA","NA","NA"
"RCHGF001541","Two-component sensor kinase yesM (EC 2.7.13.3)","ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein","negative",1671,557,"-0.226391382405745","64288.3597000001","5.02166748046875","None","K07718 - yesM - two-component system, sensor histidine kinase YesM [EC:2.7.13.3] [2.7.13.3]","(T) Signal Transduction","Two-component system","T","908340.HMPREF9406_4070","0","1089","Histidine kinase","-","-","2.7.13.3","ko:K07718","ko02020,map02020","M00519","-","-","ko00000,ko00001,ko00002,ko01000,ko01001,ko02022","-","-","-","HAMP,HATPase_c,His_kinase,dCache_1","NA","NA","NA"
"RCHGF001542",,"putative membrane protein","negative",201,67,"1.03880597014925","7611.0846","9.62298583984375","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_4071","7.27E-38","127","Protein of unknown function (DUF1146)","-","-","-","-","-","-","-","-","-","-","-","-","DUF1146","NA","NA","NA"
"RCHGF001543",,"hypothetical protein","positive",153,51,"0.903921568627451","5669.677","6.48724365234375","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001544","Transcriptional regulator, AraC family","transcriptional regulator, AraC family","positive",972,324,"-0.602469135802469","37911.5578","6.34539794921875","None",,"(K) Transcription","-","K","908340.HMPREF9406_4073","1.83E-233","642","transcriptional regulator, arac family","-","-","-","-","-","-","-","-","-","-","-","-","HTH_18","NA","NA","NA"
"RCHGF001545","Transcriptional regulator","divergent AAA domain protein","positive",1488,496,"-0.455443548387097","56977.2739","8.40911865234375","None","K03655 - recG - ATP-dependent DNA helicase RecG [EC:3.6.4.12] [3.6.4.12]","(K) Transcription","-","K","908340.HMPREF9406_4074","0","988","Divergent AAA domain protein","-","-","-","-","-","-","-","-","-","-","-","-","AlbA_2,HATPase_c_4,HTH_24","NA","NA","NA"
"RCHGF001546","3-dehydroquinate dehydratase (EC 4.2.1.10)","dehydroquinase class II (EC 4.2.1.10)","negative",468,156,"-0.196794871794872","17412.5627","5.46441650390625","aroQ","K03786 - aroQ, qutE - 3-dehydroquinate dehydratase II [EC:4.2.1.10] [4.2.1.10]","(E) Amino Acid metabolis and transport","Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Biosynthesis of amino acids","E","908340.HMPREF9406_4075","2.6E-111","319","Catalyzes a trans-dehydration via an enolate intermediate","aroQ","-","4.2.1.10","ko:K03786","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00022","R03084","RC00848","ko00000,ko00001,ko00002,ko01000","-","-","-","DHquinase_II","NA","NA","NA"
"RCHGF001547",,"hypothetical protein","negative",372,124,"-0.214516129032258","14348.4389","5.33038330078125","None",,"(E) Amino Acid metabolis and transport","-","E","908340.HMPREF9406_4076","1.11E-92","270","lactoylglutathione lyase activity","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF001548","2-dehydropantoate 2-reductase (EC 1.1.1.169)","2-dehydropantoate 2-reductase (EC 1.1.1.-)","negative",954,318,"0.053773584905661","34308.0405","5.08306884765625","None","K00077 - panE, apbA - 2-dehydropantoate 2-reductase [EC:1.1.1.169] [1.1.1.169]","(H) Coenzyme metabolis","Pantothenate and CoA biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites","H","908340.HMPREF9406_4077","8.68E-229","630","Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid","panE","-","1.1.1.169","ko:K00077","ko00770,ko01100,ko01110,map00770,map01100,map01110","M00119","R02472","RC00726","ko00000,ko00001,ko00002,ko01000","-","-","-","ApbA,ApbA_C","NA","NA","NA"
"RCHGF001549","dehydrogenase with MaoC-like domain","MaoC-like protein","negative",456,152,"-0.221710526315789","17340.7576","5.94549560546875","None","K17865 - croR - 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55] [4.2.1.55]","(I) Lipid metabolism","Glyoxylate and dicarboxylate metabolism; Butanoate metabolism; Microbial metabolism in diverse environments; Carbon metabolism","I","908340.HMPREF9406_4078","3.58E-107","308","N-terminal half of MaoC dehydratase","-","-","4.2.1.55","ko:K17865","ko00630,ko00650,ko01120,ko01200,map00630,map00650,map01120,map01200","M00373","R03027","RC00831","ko00000,ko00001,ko00002,ko01000","-","-","-","MaoC_dehydratas","NA","NA","NA"
