id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF001902,metabolic process;cellular process;,AENW01000036,ilvC,"ilvC, HMPREF9406_0447, EFR37433.1",Ketol-acid reductoisomerase (EC 1.1.1.86) / 2-dehydropantoate 2-reductase (EC 1.1.1.169),-2.85,215,1.05,-2.7,0.00692,0.0403,Ketol-acid reductoisomerase (EC 1.1.1.86) / 2-dehydropantoate 2-reductase (EC 1.1.1.169),ketol-acid reductoisomerase (EC 1.1.1.86),negative,993,331,-0.219335347432024,36013.7282,5.59710693359375,ilvC,K00053 - ilvC - ketol-acid reductoisomerase [EC:1.1.1.86] [1.1.1.86],(H) Coenzyme metabolis,"Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids",H,908340.HMPREF9406_0447,1.85e-241,663,"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate",ilvC,-,1.1.1.86,ko:K00053,"ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00570","R03051,R04439,R04440,R05068,R05069,R05071","RC00726,RC00836,RC00837,RC01726","ko00000,ko00001,ko00002,ko01000",-,-,"iHN637.CLJU_RS10005,iHN637.CLJU_RS10010","IlvC,IlvN",NA,NA,NA
RCHGF001911,metabolic process;cellular process;localization;,AENW01000036,null,"HMPREF9406_0456, EFR37414.1",ABC transporter ATP-binding protein,2.33,40.5,0.804,2.89,0.00381,0.0248,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",negative,669,223,-0.252017937219731,24956.2769,5.99359130859375,None,K02003 - ABC.CD.A - putative ABC transport system ATP-binding protein,NA,-,V,908340.HMPREF9406_0456,1.2299999999999997e-151,427,ABC transporter,-,-,-,-,-,-,-,-,-,-,-,-,ABC_tran,ABC,binding,lipoprotein
RCHGF001914,metabolic process;cellular process;,AENW01000036,null,"HMPREF9406_0459, EFR37398.1",Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),-5.06,986,0.737,-6.87,6.43e-12,3.07e-10,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),putative asparagine synthase (glutamine-hydrolyzing),positive,1719,573,-0.352530541012216,66031.7454000002,5.29437255859375,None,"K01953 - asnB, ASNS - asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] [6.3.5.4]",(E) Amino Acid metabolis and transport,"Alanine, aspartate and glutamate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites",E,908340.HMPREF9406_0459,0,1169,Asparagine synthase,-,-,6.3.5.4,ko:K01953,"ko00250,ko01100,ko01110,map00250,map01100,map01110",-,R00578,RC00010,"ko00000,ko00001,ko01000,ko01002",-,-,-,Asn_synthase,NA,NA,NA
RCHGF001923,Uncategorized;,AENW01000036,null,"HMPREF9406_0468, EFR37418.1",Magnesium and cobalt efflux protein corC,-1.98,645,0.532,-3.73,1.92e-4,0.00209,Magnesium and cobalt efflux protein corC,hypothetical protein,negative,1272,424,0.086792452830188,47897.6516000001,4.68157958984375,None,K03699 - tlyC - putative hemolysin,(S) Function Unknown,-,S,908340.HMPREF9406_0468,3.7699999999999996e-288,789,CBS domain,-,-,-,-,-,-,-,-,-,-,-,-,"CBS,CorC_HlyC,DUF21",HCC,NA,hemolysin C (HlyC) homolog
RCHGF001925,Uncategorized;,AENW01000036,null,"HMPREF9406_0470, EFR37367.1",NA,-4.71,11200,0.546,-8.63,5.97e-18,6.19e-16,NA,hypothetical protein,positive,243,81,-1.16172839506173,9211.0766,8.00811767578125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_0470,2.1499999999999998e-52,164,Protein of unknown function (DUF3892),-,-,-,-,-,-,-,-,-,-,-,-,DUF3892,NA,NA,NA
RCHGF001930,Uncategorized;,AENW01000036,null,"HMPREF9406_0475, EFR37399.1",NA,-2.66,311,0.734,-3.62,2.9e-4,0.00298,NA,radical SAM domain protein,negative,1671,557,-0.300538599640934,65637.6721000002,6.29144287109375,None,K04034 - bchE - anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3] [1.21.98.3],(C) Energy production and conversion,Porphyrin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,C,908340.HMPREF9406_0475,0,1129,Radical SAM,-,-,1.21.98.3,ko:K04034,"ko00860,ko01100,ko01110,map00860,map01100,map01110",-,"R06268,R06269,R06270","RC00741,RC01491,RC01492","ko00000,ko00001,ko01000",-,-,-,"B12-binding,DUF4080,Radical_SAM",NA,NA,NA
RCHGF001943,cellular process;,AENW01000036,groL,"groL, HMPREF9406_0488, EFR37376.1",60 kDa chaperonin GROEL,2.27,10100,0.193,11.8,6.63e-32,1.57e-29,60 kDa chaperonin GROEL,chaperonin GroL,negative,1617,539,-0.220593692022264,58155.7325,5.00213623046875,groL,"K04077 - groEL, HSPD1 - chaperonin GroEL","(O) Post-translational modification, protein turnover, chaperone functions",RNA degradation; Longevity regulating pathway - worm; Type I diabetes mellitus; Legionellosis; Tuberculosis,O,908340.HMPREF9406_0488,0,1009,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,groL,-,-,ko:K04077,"ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152",-,-,-,"ko00000,ko00001,ko03019,ko03029,ko03110,ko04147",-,-,-,Cpn60_TCP1,NA,NA,NA
RCHGF001944,Uncategorized;,AENW01000036,groS,"groS, HMPREF9406_0489, EFR37378.1",10 kDa chaperonin GROES,1.64,1090,0.236,6.97,3.2e-12,1.6e-10,10 kDa chaperonin GROES,chaperonin GroS,negative,264,88,-0.260227272727273,9676.9063,4.68646240234375,groS,"K04078 - groES, HSPE1 - chaperonin GroES","(O) Post-translational modification, protein turnover, chaperone functions",-,O,908340.HMPREF9406_0489,2.1399999999999998e-53,167,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,groS,-,-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Cpn10,NA,NA,NA
RCHGF001948,Uncategorized;,AENW01000036,null,"HMPREF9406_0493, EFR37423.1",Acetyltransferase (EC 2.3.1.-),-4.09,79.9,1.47,-2.78,0.00541,0.0331,Acetyltransferase (EC 2.3.1.-),"acetyltransferase, GNAT family",negative,522,174,-0.245977011494253,19865.4521,6.07147216796875,None,NA,(K) Transcription,-,K,908340.HMPREF9406_0493,4.0199999999999994e-126,358,Acetyltransferase GNAT Family,-,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_3",NA,NA,NA
RCHGF001959,Uncategorized;,AENW01000036,null,"HMPREF9406_0504, EFR37386.1",NA,3.79,14.9,1.11,3.42,6.21e-4,0.00568,NA,hypothetical protein,negative,690,230,0.093913043478261,27160.7332,8.72930908203125,None,NA,NA,-,-,908340.HMPREF9406_0504,1.28e-161,452,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF001965,Uncategorized;,AENW01000036,null,"HMPREF9406_0510, EFR37408.1",NA,1.67,130,0.462,3.61,3.03e-4,0.00309,NA,hypothetical protein,negative,1077,359,-0.802228412256267,39720.9799,5.99237060546875,None,NA,NA,-,-,908340.HMPREF9406_0510,9.569999999999999e-217,603,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF001966,metabolic process;cellular process;response to stimulus;,AENW01000036,pyk,"pyk, HMPREF9406_0511, EFR37401.1",Pyruvate kinase (EC 2.7.1.40),-2,557,0.476,-4.19,2.77e-5,3.76e-4,Pyruvate kinase (EC 2.7.1.40),pyruvate kinase (EC 2.7.1.40),negative,1419,473,-0.199577167019028,51971.4979000001,5.82574462890625,pyk,"K00873 - PK, pyk - pyruvate kinase [EC:2.7.1.40] [2.7.1.40]",(G) Carbohydrate metabolism and transport,Glycolysis / Gluconeogenesis; Purine metabolism; Pyruvate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids; Glucagon signaling pathway; Type II diabetes mellitus; Human papillomavirus infection; Viral carcinogenesis; Central carbon metabolism in cancer,G,908340.HMPREF9406_0511,0,915,Belongs to the pyruvate kinase family,pyk,-,2.7.1.40,ko:K00873,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","M00001,M00002,M00049,M00050","R00200,R00430,R01138,R01858,R02320","RC00002,RC00015","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"PEP-utilizers,PK,PK_C",NA,NA,NA
RCHGF001967,metabolic process;cellular process;,AENW01000036,pfkA,"pfkA, HMPREF9406_0512, EFR37447.1",6-phosphofructokinase 1 (EC 2.7.1.11),-3.11,588,0.67,-4.64,3.45e-6,5.94e-5,6-phosphofructokinase 1 (EC 2.7.1.11),6-phosphofructokinase (EC 2.7.1.11),negative,960,320,0.0084375,34385.2167,6.96453857421875,pfkA,"K00850 - pfkA, PFK - 6-phosphofructokinase 1 [EC:2.7.1.11] [2.7.1.11]",(F) Nucleotide metabolism and transport,Glycolysis / Gluconeogenesis; Pentose phosphate pathway; Fructose and mannose metabolism; Galactose metabolism; Methane metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids; RNA degradation; AMPK signaling pathway; Central carbon metabolism in cancer,F,908340.HMPREF9406_0512,1.3799999999999998e-226,624,"Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis",pfkA,-,2.7.1.11,ko:K00850,"ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230","M00001,M00345","R00756,R03236,R03237,R03238,R03239,R04779","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000,ko01009,ko03019",-,-,-,PFK,NA,NA,NA
RCHGF001974,Uncategorized;,AENW01000036,null,"HMPREF9406_0519, EFR37400.1",Stage IV sporulation protein FB (EC 3.4.24.-),-4.02,43.8,1.47,-2.74,0.00623,0.0373,Stage IV sporulation protein FB (EC 3.4.24.-),"peptidase, M50 family (EC 3.4.24.-)",negative,774,258,0.54031007751938,30190.7625,9.92962646484375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_0519,2.0499999999999998e-181,505,"Peptidase, M50 family",-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M50,NA,NA,NA
RCHGF001975,Uncategorized;,AENW01000036,null,"HMPREF9406_0520, EFR37391.1",NA,-6.7,276,1.46,-4.59,4.5e-6,7.42e-5,NA,hypothetical protein,negative,573,191,-0.248167539267016,21685.8479,9.29925537109375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_0520,5.79e-132,374,Peptidase family M23,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M23,NA,NA,NA
RCHGF002012,Uncategorized;,AENW01000035,null,"HMPREF9406_2359, EFR37457.1",NA,-2.25,450,0.686,-3.28,0.00104,0.00868,NA,hypothetical protein,negative,1215,405,-0.433827160493827,47952.4043,5.47796630859375,None,NA,(K) Transcription,-,K,908340.HMPREF9406_2359,1.01e-296,809,chemotaxis response regulator protein-glutamate methylesterase 1,-,-,-,-,-,-,-,-,-,-,-,-,"BTAD,GGDEF,Trans_reg_C",NA,NA,NA
RCHGF002021,Uncategorized;,AENW01000035,null,"HMPREF9406_2368, EFR37496.1",Hypothetical membrane spanning protein,5.14,254,0.626,8.21,2.28e-16,2.11e-14,Hypothetical membrane spanning protein,hypothetical protein,negative,360,120,0.804999999999999,14175.1239,10.2948608398438,None,K09790 - K09790 - uncharacterized protein,(S) Function Unknown,-,S,908340.HMPREF9406_2368,4.11e-75,225,Protein of unknown function (DUF454),-,-,-,ko:K09790,-,-,-,-,ko00000,-,-,-,DUF454,NA,NA,NA
RCHGF002022,Uncategorized;,AENW01000035,null,"HMPREF9406_2369, EFR37476.1",Hypothetical protein,3.55,150,0.758,4.69,2.76e-6,4.89e-5,Hypothetical protein,hypothetical protein,negative,318,106,-0.772641509433962,12871.042,9.43939208984375,None,"K05946 - tagA, tarA - N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187] [2.4.1.187]",(S) Function Unknown,-,S,908340.HMPREF9406_2369,2.84e-73,219,Nitrous oxide-stimulated promoter,-,-,-,-,-,-,-,-,-,-,-,-,YgbA_NO,NA,NA,NA
RCHGF002023,metabolic process;cellular process;localization;,AENW01000035,null,"HMPREF9406_2370, EFR37506.1",ABC transporter ATP-binding protein,4.55,712,0.456,9.98,1.86e-23,2.9400000000000003e-21,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",negative,1653,551,0.337023593466425,60882.8646000001,8.04217529296875,None,"K06148 - ABCC-BAC - ATP-binding cassette, subfamily C, bacterial",NA,-,V,908340.HMPREF9406_2370,0,1026,ABC transporter,cydC,-,-,ko:K06148,-,-,-,-,"ko00000,ko02000",3.A.1,-,-,"ABC_membrane,ABC_tran",ABC,binding,lipid A
RCHGF002024,metabolic process;cellular process;localization;,AENW01000035,null,"HMPREF9406_2371, EFR37494.1",ABC transporter ATP-binding protein,3.98,683,0.517,7.7,1.32e-14,8.9e-13,ABC transporter ATP-binding protein,"putative thiol reductant ABC exporter, CydD subunit",negative,1737,579,0.073920552677029,65783.9962000002,6.30816650390625,None,"K06148 - ABCC-BAC - ATP-binding cassette, subfamily C, bacterial",NA,ABC transporters,V,908340.HMPREF9406_2371,0,1092,ABC transporter transmembrane region,cydD,-,-,"ko:K06147,ko:K06148,ko:K16013","ko02010,map02010",-,-,-,"ko00000,ko00001,ko02000","3.A.1,3.A.1.106,3.A.1.109,3.A.1.129,3.A.1.21",-,-,"ABC_membrane,ABC_tran",ABC,binding,lipid A
RCHGF002048,Uncategorized;,AENW01000035,null,"HMPREF9406_2395, EFR37505.1",NA,6.41,14.5,0.953,6.73,1.69e-11,7.41e-10,NA,hypothetical protein,negative,123,41,0.029268292682927,4972.7871,10.0900268554688,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002054,Uncategorized;,AENW01000034,null,"HMPREF9406_2069, EFR37519.1",NA,-4.28,62.6,1.48,-2.9,0.00377,0.0246,NA,hypothetical protein,negative,1092,364,-0.627197802197802,42308.1150000001,4.88397216796875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002079,Uncategorized;,AENW01000033,null,"HMPREF9406_0799, EFR37532.1",NA,4.4,0.494,1.66,2.64,0.00824,0.0453,NA,hypothetical protein,negative,219,73,1.11095890410959,7992.5276,9.30255126953125,None,NA,(S) Function Unknown,-,S,272563.CD630_03790,2.3999999999999997e-41,136,"Psort location CytoplasmicMembrane, score",-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002086,Uncategorized;,AENW01000033,null,"HMPREF9406_0806, EFR37558.1",NA,-4.29,2110,0.745,-5.76,8.5e-9,2.34e-7,NA,hypothetical protein,positive,378,126,-0.411904761904762,14009.5955,4.74981689453125,None,NA,NA,-,-,999413.HMPREF1094_00197,1.15e-86,254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002087,Uncategorized;,AENW01000033,null,"HMPREF9406_0807, EFR37527.1",NA,1.54,1010,0.379,4.07,4.72e-5,5.9e-4,NA,hypothetical protein,negative,384,128,-0.20234375,15010.629,8.92681884765625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002108,Uncategorized;,AENW01000030,null,"HMPREF9406_3328, EFR37588.1",NA,-4.15,88.6,1.46,-2.84,0.00454,0.0286,NA,"hydrolase, alpha/beta domain protein",positive,837,279,-0.148028673835125,31711.0596,6.00909423828125,None,NA,(I) Lipid metabolism,-,I,908340.HMPREF9406_3328,5.55e-210,579,carboxylic ester hydrolase activity,-,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_4,NA,NA,NA
RCHGF002113,Uncategorized;,AENW01000030,null,"HMPREF9406_3333, EFR37578.1",NA,5.56,5.37,1.55,3.59,3.3e-4,0.00329,NA,hypothetical protein,negative,153,51,-0.050980392156863,5937.0611,9.73126220703125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002115,Uncategorized;,AENW01000030,null,"HMPREF9406_3335, EFR37566.1",NA,1.69,248,0.548,3.09,0.00203,0.0152,NA,hypothetical protein,positive,924,308,-0.468831168831169,35903.7364,5.43194580078125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3335,1.43e-222,613,by glimmer,-,-,-,-,-,-,-,-,-,-,-,-,PDDEXK_2,NA,NA,NA
RCHGF002116,Uncategorized;,AENW01000030,null,"HMPREF9406_3336, EFR37597.1",NA,3.36,42.5,0.923,3.64,2.75e-4,0.00286,NA,hypothetical protein,negative,135,45,-0.037777777777778,4925.6417,8.59259033203125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002117,cellular process;signaling;biological process involved in interspecies interaction between organisms;biological regulation;,AENW01000030,null,"HMPREF9406_3337, EFR37617.1",NA,2.6,171,0.485,5.37,7.7e-8,1.85e-6,NA,serine proteinase inhibitor,negative,1317,439,-0.313439635535307,48864.8792000001,5.11590576171875,None,K13963 - SERPINB - serpin B,"(O) Post-translational modification, protein turnover, chaperone functions",Amoebiasis,O,908340.HMPREF9406_3337,0,866,Belongs to the serpin family,-,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,NA,NA,NA
RCHGF002143,Uncategorized;,AENW01000030,null,"HMPREF9406_3363, EFR37577.1",NA,2.05,54.6,0.678,3.03,0.00247,0.0178,NA,cyclic nucleotide-binding domain protein,negative,699,233,-0.125751072961373,26653.5485,7.61846923828125,None,"K10914 - crp - CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",(K) Transcription,-,K,908340.HMPREF9406_3363,3.3999999999999995e-163,457,Cyclic nucleotide-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_Crp_2,cNMP_binding",NA,NA,NA
RCHGF002144,metabolic process;cellular process;,AENW01000030,deoD,"deoD, HMPREF9406_3364, EFR37590.1",Purine nucleoside phosphorylase (EC 2.4.2.1),2.03,630,0.287,7.07,1.59e-12,8.45e-11,Purine nucleoside phosphorylase (EC 2.4.2.1),purine nucleoside phosphorylase (EC 2.4.2.1),positive,714,238,-0.088235294117647,26122.3258,5.34930419921875,deoD,K03784 - deoD - purine-nucleoside phosphorylase [EC:2.4.2.1] [2.4.2.1],(F) Nucleotide metabolism and transport,Purine metabolism; Pyrimidine metabolism; Nicotinate and nicotinamide metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,F,908340.HMPREF9406_3364,1.6199999999999996e-168,471,Purine nucleoside phosphorylase,deoD,-,2.4.2.1,ko:K03784,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",-,"R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244","RC00033,RC00063,RC00122","ko00000,ko00001,ko01000",-,-,-,PNP_UDP_1,NA,NA,NA
RCHGF002145,metabolic process;cellular process;,AENW01000030,deoB,"deoB, HMPREF9406_3365, EFR37603.1",Phosphopentomutase (EC 5.4.2.7),2.64,1160,0.201,13.2,1.69e-39,6.539999999999999e-37,Phosphopentomutase (EC 5.4.2.7),phosphopentomutase (EC 5.4.2.7),positive,1188,396,-0.300252525252526,43961.5908000001,5.21942138671875,deoB,K01839 - deoB - phosphopentomutase [EC:5.4.2.7] [5.4.2.7],(G) Carbohydrate metabolism and transport,Pentose phosphate pathway; Purine metabolism,G,908340.HMPREF9406_3365,2.13e-298,812,Phosphotransfer between the C1 and C5 carbon atoms of pentose,deoB,-,5.4.2.7,ko:K01839,"ko00030,ko00230,map00030,map00230",-,"R01057,R02749",RC00408,"ko00000,ko00001,ko01000",-,-,iHN637.CLJU_RS08920,Metalloenzyme,NA,NA,NA
RCHGF002154,Uncategorized;,AENW01000030,null,"HMPREF9406_3374, EFR37568.1",V-type ATP synthase subunit F (EC 3.6.3.14),-1.37,869,0.385,-3.55,3.86e-4,0.0038,V-type ATP synthase subunit F (EC 3.6.3.14),"ATP synthase, subunit F",positive,306,102,0.029411764705882,11581.5044,5.33795166015625,None,"K02122 - ATPVF, ntpF, atpF - V/A-type H+/Na+-transporting ATPase subunit F",(C) Energy production and conversion,Oxidative phosphorylation; Metabolic pathways,C,908340.HMPREF9406_3374,2.13e-64,196,-ATPase subunit F,-,-,-,ko:K02122,"ko00190,ko01100,map00190,map01100",M00159,-,-,"ko00000,ko00001,ko00002","3.A.2.2,3.A.2.3",-,-,ATP-synt_F,NA,NA,NA
RCHGF002155,Uncategorized;,AENW01000030,null,"HMPREF9406_3375, EFR37593.1",NA,-1.48,472,0.496,-2.99,0.00281,0.0197,NA,hypothetical protein,positive,594,198,-0.657070707070708,23024.9543,4.92669677734375,None,NA,(C) Energy production and conversion,-,C,908340.HMPREF9406_3375,1.03e-133,379,ATP synthase (E/31 kDa) subunit,-,-,-,-,-,-,-,-,-,-,-,-,vATP-synt_E,NA,NA,NA
RCHGF002156,Uncategorized;,AENW01000030,null,"HMPREF9406_3376, EFR37564.1",V-type sodium ATP synthase subunit A (EC 3.6.3.15),-1.28,2500,0.231,-5.54,3.02e-8,7.69e-7,V-type sodium ATP synthase subunit A (EC 3.6.3.15),ATP synthase ab domain protein,positive,1749,583,-0.14082332761578,65159.1386000002,5.23590087890625,None,"K02117 - ATPVA, ntpA, atpA - V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1] [7.1.2.2 7.2.2.1]",(C) Energy production and conversion,Oxidative phosphorylation; Metabolic pathways,C,908340.HMPREF9406_3376,0,1158,Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type alpha chain is a catalytic subunit,ntpA,-,"3.6.3.14,3.6.3.15",ko:K02117,"ko00190,ko01100,map00190,map01100",M00159,-,-,"ko00000,ko00001,ko00002,ko01000","3.A.2.2,3.A.2.3",-,-,"ATP-synt_ab,ATP-synt_ab_N,ATP-synt_ab_Xtn",F-ATPase,NA,protons
RCHGF002158,cellular process;localization;biological regulation;,AENW01000030,null,"HMPREF9406_3378, EFR37604.1",V-type sodium ATP synthase subunit D (EC 3.6.3.15),1.2,958,0.263,4.57,4.79e-6,7.79e-5,V-type sodium ATP synthase subunit D (EC 3.6.3.15),"V-type ATPase, D subunit (EC 3.6.3.14)",positive,660,220,-0.501363636363637,25475.2044,9.27264404296875,None,"K02120 - ATPVD, ntpD, atpD - V/A-type H+/Na+-transporting ATPase subunit D",(C) Energy production and conversion,Oxidative phosphorylation; Metabolic pathways,C,908340.HMPREF9406_3378,1.8899999999999999e-149,421,Produces ATP from ADP in the presence of a proton gradient across the membrane,atpD,-,-,ko:K02120,"ko00190,ko01100,map00190,map01100",M00159,-,-,"ko00000,ko00001,ko00002","3.A.2.2,3.A.2.3",-,-,ATP-synt_D,F-ATPase,NA,protons
RCHGF002162,Uncategorized;,AENW01000029,null,"HMPREF9406_3735, EFR37624.1",Transposase,1.54,834,0.309,4.99,6.11e-7,1.25e-5,Transposase,"transposase, IS4 family",negative,1602,534,-0.782958801498127,63154.4288000001,8.97723388671875,None,"K00566 - mnmA, trmU - tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13] [2.8.1.13]; K07487 - K07487 - transposase",(L) Replication and repair,-,L,908340.HMPREF9406_3735,0,1094,Transposase,-,-,-,-,-,-,-,-,-,-,-,-,"DDE_Tnp_1,DDE_Tnp_1_6,DUF772",NA,NA,NA
RCHGF002164,metabolic process;cellular process;response to stimulus;,AENW01000028,typA,"typA, HMPREF9406_3822, EFR37627.1",GTP-binding protein TypA/BipA,-1.14,1250,0.3,-3.79,1.52e-4,0.00168,GTP-binding protein TypA/BipA,GTP-binding protein TypA,negative,1833,611,-0.342880523731587,68633.3452000001,4.98626708984375,typA,"K06207 - typA, bipA - GTP-binding protein",(T) Signal Transduction,-,T,908340.HMPREF9406_3822,0,1201,GTP-binding protein TypA,typA,-,-,ko:K06207,-,-,-,-,ko00000,-,-,-,"EFG_C,EFG_II,GTP_EFTU,GTP_EFTU_D2",NA,NA,NA
RCHGF002165,Uncategorized;,AENW01000028,null,"HMPREF9406_3823, EFR37638.1",NA,-7.66,539,1.47,-5.23,1.7e-7,3.82e-6,NA,polysaccharide deacetylase,positive,1311,437,-0.552402745995423,51073.3943000001,5.59637451171875,None,NA,(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3823,0,885,Polysaccharide deacetylase,-,-,3.5.1.104,ko:K22278,-,-,-,-,"ko00000,ko01000",-,-,-,"CW_binding_1,Cu_amine_oxidN1,DUF3298,Polysacc_deac_1,SH3_3",NA,NA,NA
RCHGF002185,metabolic process;cellular process;,AENW01000026,trpS,"trpS, HMPREF9406_2983, EFR37654.1",Tryptophanyl-tRNA synthetase (EC 6.1.1.2),1.23,397,0.333,3.69,2.26e-4,0.0024,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),tryptophan--tRNA ligase (EC 6.1.1.2),positive,984,328,-0.323780487804878,36766.0294,8.75848388671875,trpS,"K01867 - WARS, trpS - tryptophanyl-tRNA synthetase [EC:6.1.1.2] [6.1.1.2]",(J) Translation,Aminoacyl-tRNA biosynthesis,J,908340.HMPREF9406_2983,1.5099999999999995e-234,645,Tryptophanyl-tRNA synthetase,trpS,-,6.1.1.2,ko:K01867,"ko00970,map00970","M00359,M00360",R03664,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1b,NA,NA,NA
