id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF002051,Uncategorized;,AENW01000034,null,"HMPREF9406_2066, EFR37521.1",NA,2.72,12.1,0.344,7.89,3.1e-15,3.55e-14,NA,ParB-like protein,negative,810,270,-0.81,31315.1973000001,5.71466064453125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_2066,2.9099999999999997e-187,521,ParB-like nuclease domain,-,-,-,-,-,-,-,-,-,-,-,-,ParBc,NA,NA,NA
RCHGF002052,Uncategorized;,AENW01000034,null,"HMPREF9406_2067, EFR37517.1",Chromosome partitioning protein parA,3.55,41.3,0.339,10.5,1.3e-25,2.14e-24,Chromosome partitioning protein parA,CobQ/CobB/MinD/ParA nucleotide binding domain protein,negative,783,261,-0.108812260536398,28871.7714,5.83087158203125,None,"K03496 - parA, soj - chromosome partitioning protein",(D) Cell cycle control and mitosis,-,D,908340.HMPREF9406_2067,2.97e-155,439,CobQ CobB MinD ParA nucleotide binding domain,-,-,-,ko:K03496,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,AAA_31,NA,NA,NA
RCHGF002053,Uncategorized;,AENW01000034,null,"HMPREF9406_2068, EFR37518.1",NA,3.18,12.9,0.349,9.11,8.23e-20,1.15e-18,NA,hypothetical protein,negative,321,107,-0.006542056074766,12350.1961,6.55352783203125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002054,Uncategorized;,AENW01000034,null,"HMPREF9406_2069, EFR37519.1",NA,4.47,62.6,0.306,14.6,1.94e-48,6.059999999999999e-47,NA,hypothetical protein,negative,1092,364,-0.627197802197802,42308.1150000001,4.88397216796875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002055,Uncategorized;,AENW01000034,null,"HMPREF9406_2070, EFR37520.1",NA,7.19,5.36,0.833,8.62,6.5e-18,8.42e-17,NA,hypothetical protein,negative,225,75,-0.569333333333333,8938.0736,5.35003662109375,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002056,Uncategorized;,AENW01000034,null,"HMPREF9406_2071, EFR37524.1",NA,6.28,22.1,0.454,13.8,1.4799999999999998e-43,4.08e-42,NA,hypothetical protein,negative,228,76,-0.255263157894737,8731.9749,5.36334228515625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002061,metabolic process;cellular process;biological regulation;,AENW01000033,null,"HMPREF9406_0781, EFR37525.1",NA,-1.14,93.5,0.304,-3.75,1.76e-4,6.86e-4,NA,diguanylate cyclase (GGDEF) domain protein,negative,1899,633,-0.18436018957346,73272.4396000003,5.61492919921875,None,K21023 - mucR - diguanylate cyclase [EC:2.7.7.65] [2.7.7.65],(T) Signal Transduction,-,T,908340.HMPREF9406_0781,0,1253,Diguanylate cyclase,-,-,-,-,-,-,-,-,-,-,-,-,"EAL,GGDEF,dCache_1",NA,NA,NA
RCHGF002067,Uncategorized;,AENW01000033,null,"HMPREF9406_0787, EFR37529.1","Transcriptional regulator, MerR family",-1.41,154,0.377,-3.74,1.83e-4,7.07e-4,"Transcriptional regulator, MerR family",DNA-binding helix-turn-helix protein,positive,357,119,-0.661344537815126,13730.3185,5.92340087890625,None,NA,(K) Transcription,-,K,908340.HMPREF9406_0787,3.53e-80,238,Helix-turn-helix XRE-family like proteins,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3,NA,NA,NA
RCHGF002068,Uncategorized;,AENW01000033,null,"HMPREF9406_0788, EFR37528.1",NA,-1.36,1.36,0.491,-2.76,0.00576,0.015,NA,hypothetical protein,negative,222,74,-0.755405405405405,8423.6724,9.36322021484375,None,NA,(L) Replication and repair,-,L,908340.HMPREF9406_0788,2.77e-45,146,viral genome integration into host DNA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002069,metabolic process;cellular process;localization;,AENW01000033,null,"HMPREF9406_0789, EFR37547.1",Bacteriocin export ABC transporter,-1.13,16,0.342,-3.3,9.75e-4,0.00315,Bacteriocin export ABC transporter,"ABC transporter, ATP-binding protein",negative,1683,561,0.199465240641711,64536.7985000001,5.96661376953125,None,"K06147 - ABCB-BAC - ATP-binding cassette, subfamily B, bacterial",NA,-,V,908340.HMPREF9406_0789,0,1043,ABC transporter transmembrane region,-,-,-,ko:K06148,-,-,-,-,"ko00000,ko02000",3.A.1,-,-,"ABC_membrane,ABC_tran",ABC,binding,lipid A
RCHGF002074,Uncategorized;,AENW01000033,null,"HMPREF9406_0794, EFR37533.1",DNA segregation ATPase and related proteins,-1.13,20,0.471,-2.39,0.0167,0.0376,DNA segregation ATPase and related proteins,hypothetical protein,negative,2448,816,-0.338235294117647,93503.7462000006,5.11163330078125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_0794,0,1587,AAA-like domain,-,-,-,-,-,-,-,-,-,-,-,-,AAA_10,NA,NA,NA
RCHGF002076,Uncategorized;,AENW01000033,null,"HMPREF9406_0796, EFR37560.1",Hypothetical protein,-1.32,5.19,0.525,-2.52,0.0116,0.0276,Hypothetical protein,antirestriction protein ArdA,negative,501,167,-0.259880239520958,19473.3494,3.64178466796875,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_0796,3.91e-125,355,Antirestriction protein ArdA,-,-,-,-,-,-,-,-,-,-,-,-,ArdA,NA,NA,NA
RCHGF002081,Uncategorized;,AENW01000033,null,"HMPREF9406_0801, EFR37537.1","Transcriptional regulator, Cro/CI family",-1.16,16.4,0.303,-3.83,1.27e-4,5.16e-4,"Transcriptional regulator, Cro/CI family",DNA-binding helix-turn-helix protein,negative,1194,398,-0.650251256281407,47058.2222,6.36138916015625,None,K07467 - rstA1 - phage replication initiation protein,(L) Replication and repair,-,L,908340.HMPREF9406_0801,3.79e-293,799,Replication initiation factor,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_3,HTH_31,Rep_trans",NA,NA,NA
RCHGF002084,Uncategorized;,AENW01000033,null,"HMPREF9406_0804, EFR37549.1",Hypothetical protein,-2.51,3.28,0.502,-5,5.8e-7,3.45e-6,Hypothetical protein,hypothetical protein,negative,327,109,-0.613761467889908,12452.8639,5.02728271484375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_0804,5.03e-73,219,Bacterial protein of unknown function (DUF961),-,-,-,-,-,-,-,-,-,-,-,-,DUF961,NA,NA,NA
RCHGF002086,Uncategorized;,AENW01000033,null,"HMPREF9406_0806, EFR37558.1",NA,4.25,2110,0.57,7.45,9.24e-14,9.7e-13,NA,hypothetical protein,positive,378,126,-0.411904761904762,14009.5955,4.74981689453125,None,NA,NA,-,-,999413.HMPREF1094_00197,1.15e-86,254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002088,Uncategorized;,AENW01000033,null,"HMPREF9406_0808, EFR37548.1",NA,-1.18,1260,0.27,-4.38,1.21e-5,5.93e-5,NA,hypothetical protein,negative,138,46,-0.984782608695652,5311.0861,9.69476318359375,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002090,Uncategorized;,AENW01000033,null,"HMPREF9406_0810, EFR37531.1",NA,1.41,1.37,0.496,2.84,0.00457,0.0123,NA,toxin secretion/phage lysis holin,negative,486,162,0.404938271604938,18281.2684,5.04449462890625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_0810,1.3699999999999998e-109,315,Bacteriophage holin family,-,-,-,-,-,-,-,-,-,-,-,-,Phage_holin_4_1,NA,NA,NA
RCHGF002094,Uncategorized;,AENW01000033,null,"HMPREF9406_0814, EFR37543.1",NA,-1.54,3.28,0.415,-3.72,1.99e-4,7.65e-4,NA,hypothetical protein,negative,639,213,-0.323474178403756,23750.4119,4.27337646484375,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002097,Uncategorized;,AENW01000032,null,"HMPREF9406_3501, EFR37562.1",Methyltransferase (EC 2.1.1.-),1.99,11,0.352,5.64,1.74e-8,1.23e-7,Methyltransferase (EC 2.1.1.-),hypothetical protein,positive,411,137,-0.667883211678832,16388.9942,9.26300048828125,None,NA,(J) Translation,-,J,908340.HMPREF9406_3501,3.859999999999999e-106,305,Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002113,Uncategorized;,AENW01000030,null,"HMPREF9406_3333, EFR37578.1",NA,-2.1,5.37,0.569,-3.68,2.3e-4,8.63e-4,NA,hypothetical protein,negative,153,51,-0.050980392156863,5937.0611,9.73126220703125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002115,Uncategorized;,AENW01000030,null,"HMPREF9406_3335, EFR37566.1",NA,-1.05,248,0.385,-2.73,0.00631,0.0163,NA,hypothetical protein,positive,924,308,-0.468831168831169,35903.7364,5.43194580078125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3335,1.43e-222,613,by glimmer,-,-,-,-,-,-,-,-,-,-,-,-,PDDEXK_2,NA,NA,NA
RCHGF002116,Uncategorized;,AENW01000030,null,"HMPREF9406_3336, EFR37597.1",NA,-1.41,42.5,0.52,-2.72,0.00655,0.0169,NA,hypothetical protein,negative,135,45,-0.037777777777778,4925.6417,8.59259033203125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002125,Uncategorized;,AENW01000030,null,"HMPREF9406_3345, EFR37609.1",NA,-1.19,130,0.194,-6.15,7.9e-10,6.43e-9,NA,hypothetical protein,positive,618,206,-0.237864077669903,23485.6842,5.17791748046875,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3345,1.7799999999999998e-147,415,the current gene model (or a revised gene model) may contain a frame shift,-,-,-,-,-,-,-,-,-,-,-,-,PDDEXK_9,NA,NA,NA
RCHGF002129,Uncategorized;,AENW01000030,null,"HMPREF9406_3349, EFR37595.1",NA,-1.68,10.1,0.411,-4.1,4.16e-5,1.84e-4,NA,hypothetical protein,negative,459,153,0.213071895424837,17953.2005,9.64093017578125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002131,Uncategorized;,AENW01000030,null,"HMPREF9406_3351, EFR37583.1",NA,-1.16,33.1,0.198,-5.87,4.39e-9,3.37e-8,NA,hypothetical protein,positive,402,134,0.864179104477612,15555.6803,9.50347900390625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3351,2.3299999999999997e-74,224,Protein of unknown function (DUF2752),-,-,-,-,-,-,-,-,-,-,-,-,DUF2752,NA,NA,NA
RCHGF002144,metabolic process;cellular process;,AENW01000030,deoD,"deoD, HMPREF9406_3364, EFR37590.1",Purine nucleoside phosphorylase (EC 2.4.2.1),-1.19,630,0.157,-7.62,2.6e-14,2.83e-13,Purine nucleoside phosphorylase (EC 2.4.2.1),purine nucleoside phosphorylase (EC 2.4.2.1),positive,714,238,-0.088235294117647,26122.3258,5.34930419921875,deoD,K03784 - deoD - purine-nucleoside phosphorylase [EC:2.4.2.1] [2.4.2.1],(F) Nucleotide metabolism and transport,Purine metabolism; Pyrimidine metabolism; Nicotinate and nicotinamide metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,F,908340.HMPREF9406_3364,1.6199999999999996e-168,471,Purine nucleoside phosphorylase,deoD,-,2.4.2.1,ko:K03784,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",-,"R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244","RC00033,RC00063,RC00122","ko00000,ko00001,ko01000",-,-,-,PNP_UDP_1,NA,NA,NA
RCHGF002145,metabolic process;cellular process;,AENW01000030,deoB,"deoB, HMPREF9406_3365, EFR37603.1",Phosphopentomutase (EC 5.4.2.7),-1.6,1160,0.115,-13.9,1.1199999999999998e-43,3.11e-42,Phosphopentomutase (EC 5.4.2.7),phosphopentomutase (EC 5.4.2.7),positive,1188,396,-0.300252525252526,43961.5908000001,5.21942138671875,deoB,K01839 - deoB - phosphopentomutase [EC:5.4.2.7] [5.4.2.7],(G) Carbohydrate metabolism and transport,Pentose phosphate pathway; Purine metabolism,G,908340.HMPREF9406_3365,2.13e-298,812,Phosphotransfer between the C1 and C5 carbon atoms of pentose,deoB,-,5.4.2.7,ko:K01839,"ko00030,ko00230,map00030,map00230",-,"R01057,R02749",RC00408,"ko00000,ko00001,ko01000",-,-,iHN637.CLJU_RS08920,Metalloenzyme,NA,NA,NA
RCHGF002149,Uncategorized;,AENW01000030,null,"HMPREF9406_3369, EFR37599.1",Na+/H+ antiporter napA,1.03,67.6,0.177,5.83,5.67e-9,4.31e-8,Na+/H+ antiporter napA,"transporter, CPA2 family",positive,1254,418,0.839952153110049,45452.6935,5.48992919921875,None,"K03449 - MFS.CP - MFS transporter, CP family, cyanate transporter",(P) Inorganic ion transport and metabolism,-,P,908340.HMPREF9406_3369,1.74e-274,754,"Transporter, CPA2 family",napA,-,-,-,-,-,-,-,-,-,-,-,Na_H_Exchanger,CPA2,NA,potassium/sodium ion:proton antiporter
RCHGF002159,Uncategorized;,AENW01000030,null,"HMPREF9406_3379, EFR37586.1",Transposase,-1.04,1050,0.205,-5.08,3.77e-7,2.32e-6,Transposase,"transposase, IS4 family",negative,1350,450,-0.647555555555555,53742.9558,8.78680419921875,None,NA,(L) Replication and repair,-,L,908340.HMPREF9406_3379,0,909,Transposase DDE domain,-,-,-,-,-,-,-,-,-,-,-,-,DDE_Tnp_1,NA,NA,NA
RCHGF002160,Uncategorized;,AENW01000030,null,"HMPREF9406_3380, EFR37614.1",NA,-2.11,105,0.186,-11.4,7.18e-30,1.42e-28,NA,hypothetical protein,negative,189,63,-0.357142857142857,7174.2328,9.60125732421875,None,NA,NA,-,-,908340.HMPREF9406_3380,1.9199999999999999e-38,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002165,Uncategorized;,AENW01000028,null,"HMPREF9406_3823, EFR37638.1",NA,6.22,539,0.235,26.5,9.59e-155,1.0499999999999998e-152,NA,polysaccharide deacetylase,positive,1311,437,-0.552402745995423,51073.3943000001,5.59637451171875,None,NA,(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3823,0,885,Polysaccharide deacetylase,-,-,3.5.1.104,ko:K22278,-,-,-,-,"ko00000,ko01000",-,-,-,"CW_binding_1,Cu_amine_oxidN1,DUF3298,Polysacc_deac_1,SH3_3",NA,NA,NA
RCHGF002171,Uncategorized;,AENW01000028,null,"HMPREF9406_3829, EFR37637.1",Transcriptional regulator,-1.6,624,0.394,-4.06,4.8e-5,2.1e-4,Transcriptional regulator,"transcriptional regulator, HxlR family",positive,414,138,-0.076811594202899,15951.8648,5.69769287109375,None,NA,(K) Transcription,-,K,908340.HMPREF9406_3829,5.92e-88,259,HxlR-like helix-turn-helix,-,-,-,-,-,-,-,-,-,-,-,-,HxlR,NA,NA,NA
RCHGF002181,Uncategorized;,AENW01000027,null,"HMPREF9406_0775, EFR37640.1",NA,-1.23,18.7,0.271,-4.54,5.55e-6,2.89e-5,NA,hypothetical protein,negative,126,42,-1.37142857142857,5048.8641,9.86956787109375,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002192,metabolic process;cellular process;biological regulation;,AENW01000026,murD,"murD, HMPREF9406_2990, EFR37670.1",UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),1.05,327,0.106,9.93,3.1399999999999995e-23,4.85e-22,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9),negative,1311,437,-0.169336384439359,49444.8177000001,5.37237548828125,murD,K01925 - murD - UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9] [6.3.2.9],(M) Cell wall/membrane/envelop biogenesis,NA; Peptidoglycan biosynthesis; Metabolic pathways,M,908340.HMPREF9406_2990,0,883,Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA),murD,-,6.3.2.9,ko:K01925,"ko00471,ko00550,ko01100,map00471,map00550,map01100",-,R02783,"RC00064,RC00141","ko00000,ko00001,ko01000,ko01011",-,-,-,"Mur_ligase_C,Mur_ligase_M",NA,NA,NA
RCHGF002194,metabolic process;cellular process;biological regulation;,AENW01000026,murE,"murE, HMPREF9406_2992, EFR37663.1","UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)",4.98,248,0.132,37.7,0,0,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase (EC 6.3.2.13)",negative,1404,468,-0.109615384615385,53164.4498000001,6.39910888671875,murE,"K01928 - murE - UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13] [6.3.2.13]",(M) Cell wall/membrane/envelop biogenesis,Lysine biosynthesis; Peptidoglycan biosynthesis,M,908340.HMPREF9406_2992,0,946,Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan,murE,-,6.3.2.13,ko:K01928,"ko00300,ko00550,map00300,map00550",-,R02788,"RC00064,RC00090","ko00000,ko00001,ko01000,ko01011",-,-,-,"Mur_ligase,Mur_ligase_C,Mur_ligase_M",NA,NA,NA
RCHGF002195,Uncategorized;,AENW01000026,null,"HMPREF9406_2993, EFR37676.1","Sporulation specific D,D-transpeptidase / Stage V sporulation protein D",5.23,357,0.212,24.6,6.01e-134,5.4299999999999994e-132,"Sporulation specific D,D-transpeptidase / Stage V sporulation protein D",putative stage V sporulation protein D,negative,1917,639,-0.268231611893584,70443.6118000002,6.03314208984375,None,K08384 - spoVD - stage V sporulation protein D (sporulation-specific penicillin-binding protein),(M) Cell wall/membrane/envelop biogenesis,Peptidoglycan biosynthesis; beta-Lactam resistance,M,908340.HMPREF9406_2993,0,1268,stage V sporulation protein D,spoVD,-,3.4.16.4,"ko:K03587,ko:K08384","ko00550,ko01501,map00550,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01011,ko03036",-,-,-,"PASTA,PBP_dimer,Transpeptidase",NA,NA,NA
RCHGF002197,Uncategorized;,AENW01000026,null,"HMPREF9406_2995, EFR37674.1",Transcriptional activator tipA,-1.07,1370,0.348,-3.08,0.00204,0.00606,Transcriptional activator tipA,"transcriptional regulator, MerR family",positive,888,296,-0.646621621621622,34707.1294,5.61273193359375,None,"K02768 - PTS-Fru-EIIA, fruB - PTS system, fructose-specific IIA component [EC:2.7.1.202] [2.7.1.202]; K02769 - PTS-Fru-EIIB, fruA - PTS system, fructose-specific IIB component [EC:2.7.1.202] [2.7.1.202]; K02770 - PTS-Fru-EIIC, fruA - PTS system, fructose-specific IIC component",(K) Transcription,-,K,908340.HMPREF9406_2995,6.439999999999999e-188,525,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"MerR_1,TipAS",NA,NA,NA
RCHGF002202,metabolic process;cellular process;biological regulation;,AENW01000026,null,"HMPREF9406_3000, EFR37652.1",NA,-1.12,58.6,0.17,-6.58,4.62e-11,4.18e-10,NA,response regulator receiver domain protein,negative,666,222,-0.096396396396397,25712.5666,5.16412353515625,None,"K19078 - graR - two-component system, OmpR family, response regulator protein GraR",(T) Signal Transduction,-,T,908340.HMPREF9406_3000,3.1599999999999995e-158,443,response regulator,-,-,-,-,-,-,-,-,-,-,-,-,"Response_reg,Trans_reg_C",NA,NA,NA
RCHGF002203,metabolic process;cellular process;response to stimulus;biological regulation;,AENW01000026,null,"HMPREF9406_3001, EFR37680.1","Cell division protein ftsI (EC 2.4.1.129) / Division specific D,D-transpeptidase",-1.11,270,0.0985,-11.3,1.47e-29,2.8499999999999997e-28,"Cell division protein ftsI (EC 2.4.1.129) / Division specific D,D-transpeptidase",penicillin-binding protein dimerization domain protein,negative,2166,722,-0.435041551246537,80642.0880000003,8.73175048828125,None,K08724 - pbpB - penicillin-binding protein 2B,(M) Cell wall/membrane/envelop biogenesis,Peptidoglycan biosynthesis; beta-Lactam resistance,M,908340.HMPREF9406_3001,0,1389,stage V sporulation protein D,spoVD,-,3.4.16.4,"ko:K03587,ko:K08384","ko00550,ko01501,map00550,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01011,ko03036",-,-,-,"PASTA,PBP_dimer,Transpeptidase",NA,NA,NA
RCHGF002204,metabolic process;cellular process;response to stimulus;biological regulation;,AENW01000026,pbpB,"pbpB, HMPREF9406_3002, EFR37672.1","Cell division protein ftsI (EC 2.4.1.129) / Division specific D,D-transpeptidase",-1.02,607,0.128,-7.98,1.47e-15,1.71e-14,"Cell division protein ftsI (EC 2.4.1.129) / Division specific D,D-transpeptidase",penicillin-binding protein 2B,negative,2166,722,-0.425346260387811,80073.1680000003,8.25274658203125,pbpB,K08724 - pbpB - penicillin-binding protein 2B,(M) Cell wall/membrane/envelop biogenesis,Peptidoglycan biosynthesis; beta-Lactam resistance,M,908340.HMPREF9406_3002,0,1416,stage V sporulation protein D,spoVD,-,3.4.16.4,"ko:K03587,ko:K08384","ko00550,ko01501,map00550,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01011,ko03036",-,-,-,"PASTA,PBP_dimer,Transpeptidase",NA,NA,NA
RCHGF002212,Uncategorized;,AENW01000026,null,"HMPREF9406_3010, EFR37643.1",NA,1,50.1,0.12,8.34,7.37e-17,9.11e-16,NA,hypothetical protein,negative,390,130,-0.210769230769231,14384.4201,9.16424560546875,None,NA,(C) Energy production and conversion,-,C,908340.HMPREF9406_3010,3.38e-81,241,PFAM FMN-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,FMN_bind,NA,NA,NA
RCHGF002213,Uncategorized;,AENW01000026,null,"HMPREF9406_3011, EFR37666.1",NA,1.26,29.8,0.227,5.55,2.78e-8,1.95e-7,NA,hypothetical protein,negative,489,163,-0.128834355828221,18161.8726,7.61297607421875,None,NA,(C) Energy production and conversion; (H) Coenzyme metabolis,Porphyrin metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,CH,908340.HMPREF9406_3011,7.94e-114,326,menaquinone-dependent protoporphyrinogen oxidase activity,-,-,1.3.5.3,ko:K00230,"ko00860,ko01100,ko01110,map00860,map01100,map01110",M00121,R09489,RC00885,"ko00000,ko00001,ko00002,ko01000",-,-,-,Flavodoxin_5,NA,NA,NA
RCHGF002214,Uncategorized;,AENW01000026,null,"HMPREF9406_3012, EFR37675.1","Transcriptional regulator, TetR family",1.34,27.7,0.177,7.55,4.22e-14,4.52e-13,"Transcriptional regulator, TetR family","transcriptional regulator, TetR family",negative,615,205,0.015121951219512,23309.1592,6.12603759765625,None,NA,(K) Transcription,-,K,908340.HMPREF9406_3012,6.929999999999999e-140,395,"Bacterial regulatory proteins, tetR family",-,-,-,-,-,-,-,-,-,-,-,-,TetR_N,NA,NA,NA
RCHGF002215,Uncategorized;,AENW01000026,null,"HMPREF9406_3013, EFR37667.1",NA,1.48,34.7,0.188,7.86,3.96e-15,4.51e-14,NA,hypothetical protein,negative,648,216,0.116203703703704,24168.3032,8.89105224609375,None,NA,NA,-,-,908340.HMPREF9406_3013,7.8e-156,437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002216,Uncategorized;,AENW01000026,null,"HMPREF9406_3014, EFR37678.1",NA,1.23,16.4,0.258,4.76,1.92e-6,1.07e-5,NA,hypothetical protein,negative,486,162,-0.182716049382716,18537.4239,5.32513427734375,None,NA,NA,-,-,908340.HMPREF9406_3014,1.2199999999999999e-121,346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002217,Uncategorized;,AENW01000026,null,"HMPREF9406_3015, EFR37657.1",Sodium-calcium exchanger,1.1,50.6,0.217,5.06,4.21e-7,2.58e-6,Sodium-calcium exchanger,Sodium/calcium exchanger protein,negative,954,318,0.956289308176101,34392.444,6.12115478515625,None,K07301 - yrbG - cation:H+ antiporter,(P) Inorganic ion transport and metabolism,-,P,908340.HMPREF9406_3015,6.599999999999999e-208,577,K -dependent Na Ca exchanger,-,-,-,ko:K07301,-,-,-,-,"ko00000,ko02000",2.A.19.5,-,-,Na_Ca_ex,CaCA,NA,sodium ion:calcium ion+potassium ion antiporter
RCHGF002227,Uncategorized;,AENW01000025,null,"HMPREF9406_2401, EFR37681.1",NA,1.9,50.9,0.372,5.12,3.12e-7,1.94e-6,NA,hypothetical protein,positive,174,58,-0.482758620689655,6700.9194,8.38775634765625,None,NA,NA,-,-,908340.HMPREF9406_2401,6.5e-37,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002230,Uncategorized;,AENW01000024,null,"HMPREF9406_0772, EFR37686.1",NA,-1.12,120,0.326,-3.44,5.79e-4,0.00199,NA,DNA-binding helix-turn-helix protein,positive,618,206,-0.849029126213592,24804.5329,4.83258056640625,None,NA,(K) Transcription,-,K,908340.HMPREF9406_0772,2.2499999999999998e-150,422,Cro/C1-type HTH DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3,NA,NA,NA
RCHGF002231,Uncategorized;,AENW01000024,null,"HMPREF9406_0774, EFR37687.1",NA,-1.1,91,0.307,-3.59,3.26e-4,0.00118,NA,"resolvase, N-terminal domain protein",positive,368,122,-0.447967479674797,14539.7133,9.39508056640625,None,NA,(L) Replication and repair,-,L,908340.HMPREF9406_0774,1.31e-79,236,"Resolvase, N terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,Resolvase,NA,NA,NA
