id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF001992,cellular process;localization;,AENW01000035,manP,"manP, HMPREF9406_2339, EFR37464.1",NA,2.92,33.1,0.604,4.84,1.29e-6,1.66e-5,NA,"phosphotransferase system, EIIC",negative,1089,363,0.730303030303032,37690.9303,9.27496337890625,manP,"K02768 - PTS-Fru-EIIA, fruB - PTS system, fructose-specific IIA component [EC:2.7.1.202] [2.7.1.202]; K02769 - PTS-Fru-EIIB, fruA - PTS system, fructose-specific IIB component [EC:2.7.1.202] [2.7.1.202]; K02770 - PTS-Fru-EIIC, fruA - PTS system, fructose-specific IIC component",(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_2339,4.109999999999999e-252,692,"Phosphotransferase system, EIIC",-,-,-,ko:K11203,-,M00306,-,-,"ko00000,ko00002,ko02000",4.A.2.1,-,-,PTS_EIIC,SSPTS,EnzymeIIC,fructose
RCHGF001998,metabolic process;cellular process;,AENW01000035,glyA,"glyA, HMPREF9406_2345, EFR37502.1",Serine hydroxymethyltransferase (EC 2.1.2.1),-1.69,172,0.538,-3.14,0.00171,0.00841,Serine hydroxymethyltransferase (EC 2.1.2.1),glycine hydroxymethyltransferase (EC 2.1.2.1),negative,1227,409,-0.268948655256724,45291.2749,6.34014892578125,glyA,"K00600 - glyA, SHMT - glycine hydroxymethyltransferase [EC:2.1.2.1] [2.1.2.1]",(E) Amino Acid metabolis and transport,"Glycine, serine and threonine metabolism; Cyanoamino acid metabolism; Glyoxylate and dicarboxylate metabolism; One carbon pool by folate; Methane metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids; Antifolate resistance",E,908340.HMPREF9406_2345,2.8e-296,808,"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism",glyA,-,2.1.2.1,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099","RC00022,RC00112,RC01583,RC02958","ko00000,ko00001,ko00002,ko01000",-,-,-,SHMT,NA,NA,NA
RCHGF002003,Uncategorized;,AENW01000035,null,"HMPREF9406_2350, EFR37454.1",Signal peptidase I (EC 3.4.21.89),2.35,45.6,0.447,5.25,1.49e-7,2.66e-6,Signal peptidase I (EC 3.4.21.89),signal peptidase I (EC 3.4.21.89),negative,507,169,0.414201183431952,18726.89,9.13922119140625,None,"K13280 - SEC11, sipW - signal peptidase I [EC:3.4.21.89] [3.4.21.89]",(U) Intracellular trafficing and secretion,-,U,908340.HMPREF9406_2350,6.95e-111,319,Peptidase S24-like,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S24,NA,NA,NA
RCHGF002011,Uncategorized;,AENW01000035,null,"HMPREF9406_2358, EFR37514.1",NA,-2.88,71.5,1.1,-2.61,0.00913,0.0337,NA,hypothetical protein,negative,414,138,-0.519565217391305,16557.7733,6.58880615234375,None,NA,NA,-,-,999413.HMPREF1094_01196,6.14e-60,188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002012,Uncategorized;,AENW01000035,null,"HMPREF9406_2359, EFR37457.1",NA,-5.06,450,0.864,-5.85,4.84e-9,1.35e-7,NA,hypothetical protein,negative,1215,405,-0.433827160493827,47952.4043,5.47796630859375,None,NA,(K) Transcription,-,K,908340.HMPREF9406_2359,1.01e-296,809,chemotaxis response regulator protein-glutamate methylesterase 1,-,-,-,-,-,-,-,-,-,-,-,-,"BTAD,GGDEF,Trans_reg_C",NA,NA,NA
RCHGF002015,cellular process;localization;,AENW01000035,null,"HMPREF9406_2362, EFR37456.1",Amino acid permease,-3.29,415,0.625,-5.26,1.41e-7,2.55e-6,Amino acid permease,amino acid permease,positive,1422,474,0.579324894514768,52499.3905,8.99334716796875,None,K05396 - dcyD - D-cysteine desulfhydrase [EC:4.4.1.15] [4.4.1.15],(E) Amino Acid metabolis and transport,-,E,908340.HMPREF9406_2362,0,943,Amino acid permease family protein,NPD5_3681,-,-,-,-,-,-,-,-,-,-,-,AA_permease_2,APC,NA,amino acid
RCHGF002016,metabolic process;,AENW01000035,null,"HMPREF9406_2363, EFR37481.1",Aspartyl aminopeptidase (EC 3.4.11.21),-2.84,234,0.682,-4.16,3.24e-5,2.78e-4,Aspartyl aminopeptidase (EC 3.4.11.21),aminopeptidase I zinc metalloprotease (M18),positive,1314,438,-0.255936073059361,48387.9432000001,5.09503173828125,None,K01267 - DNPEP - aspartyl aminopeptidase [EC:3.4.11.21] [3.4.11.21],(E) Amino Acid metabolis and transport,-,E,908340.HMPREF9406_2363,0,887,M18 family aminopeptidase,apeB,-,3.4.11.21,ko:K01267,-,-,-,-,"ko00000,ko01000,ko01002,ko04131",-,-,-,Peptidase_M18,NA,NA,NA
RCHGF002021,Uncategorized;,AENW01000035,null,"HMPREF9406_2368, EFR37496.1",Hypothetical membrane spanning protein,2.59,254,0.589,4.4,1.1e-5,1.06e-4,Hypothetical membrane spanning protein,hypothetical protein,negative,360,120,0.804999999999999,14175.1239,10.2948608398438,None,K09790 - K09790 - uncharacterized protein,(S) Function Unknown,-,S,908340.HMPREF9406_2368,4.11e-75,225,Protein of unknown function (DUF454),-,-,-,ko:K09790,-,-,-,-,ko00000,-,-,-,DUF454,NA,NA,NA
RCHGF002022,Uncategorized;,AENW01000035,null,"HMPREF9406_2369, EFR37476.1",Hypothetical protein,2.95,150,0.592,4.99,6.04e-7,8.71e-6,Hypothetical protein,hypothetical protein,negative,318,106,-0.772641509433962,12871.042,9.43939208984375,None,"K05946 - tagA, tarA - N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187] [2.4.1.187]",(S) Function Unknown,-,S,908340.HMPREF9406_2369,2.84e-73,219,Nitrous oxide-stimulated promoter,-,-,-,-,-,-,-,-,-,-,-,-,YgbA_NO,NA,NA,NA
RCHGF002023,metabolic process;cellular process;localization;,AENW01000035,null,"HMPREF9406_2370, EFR37506.1",ABC transporter ATP-binding protein,3.05,712,0.432,7.05,1.85e-12,9.96e-11,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",negative,1653,551,0.337023593466425,60882.8646000001,8.04217529296875,None,"K06148 - ABCC-BAC - ATP-binding cassette, subfamily C, bacterial",NA,-,V,908340.HMPREF9406_2370,0,1026,ABC transporter,cydC,-,-,ko:K06148,-,-,-,-,"ko00000,ko02000",3.A.1,-,-,"ABC_membrane,ABC_tran",ABC,binding,lipid A
RCHGF002024,metabolic process;cellular process;localization;,AENW01000035,null,"HMPREF9406_2371, EFR37494.1",ABC transporter ATP-binding protein,2.89,683,0.489,5.9,3.55e-9,1.05e-7,ABC transporter ATP-binding protein,"putative thiol reductant ABC exporter, CydD subunit",negative,1737,579,0.073920552677029,65783.9962000002,6.30816650390625,None,"K06148 - ABCC-BAC - ATP-binding cassette, subfamily C, bacterial",NA,ABC transporters,V,908340.HMPREF9406_2371,0,1092,ABC transporter transmembrane region,cydD,-,-,"ko:K06147,ko:K06148,ko:K16013","ko02010,map02010",-,-,-,"ko00000,ko00001,ko02000","3.A.1,3.A.1.106,3.A.1.109,3.A.1.129,3.A.1.21",-,-,"ABC_membrane,ABC_tran",ABC,binding,lipid A
RCHGF002035,Uncategorized;,AENW01000035,null,"HMPREF9406_2382, EFR37482.1",NA,3.47,6.59,1.04,3.35,8.11e-4,0.00454,NA,hypothetical protein,negative,120,40,-0.4225,4924.9865,10.3583374023438,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002047,Uncategorized;,AENW01000035,null,"HMPREF9406_2394, EFR37515.1",Hydrolase (HAD superfamily),-3.07,128,0.86,-3.57,3.62e-4,0.00231,Hydrolase (HAD superfamily),"HAD hydrolase, family IIB",negative,780,260,-0.191923076923077,28825.7966,5.88909912109375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_2394,8.42e-191,529,Sucrose-6F-phosphate phosphohydrolase,-,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_3,NA,NA,NA
RCHGF002052,Uncategorized;,AENW01000034,null,"HMPREF9406_2067, EFR37517.1",Chromosome partitioning protein parA,2.16,41.3,0.811,2.66,0.00783,0.0298,Chromosome partitioning protein parA,CobQ/CobB/MinD/ParA nucleotide binding domain protein,negative,783,261,-0.108812260536398,28871.7714,5.83087158203125,None,"K03496 - parA, soj - chromosome partitioning protein",(D) Cell cycle control and mitosis,-,D,908340.HMPREF9406_2067,2.97e-155,439,CobQ CobB MinD ParA nucleotide binding domain,-,-,-,ko:K03496,-,-,-,-,"ko00000,ko03036,ko04812",-,-,-,AAA_31,NA,NA,NA
RCHGF002054,Uncategorized;,AENW01000034,null,"HMPREF9406_2069, EFR37519.1",NA,2.98,62.6,0.646,4.62,3.87e-6,4.28e-5,NA,hypothetical protein,negative,1092,364,-0.627197802197802,42308.1150000001,4.88397216796875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002055,Uncategorized;,AENW01000034,null,"HMPREF9406_2070, EFR37520.1",NA,4.69,5.36,1.68,2.8,0.00514,0.0212,NA,hypothetical protein,negative,225,75,-0.569333333333333,8938.0736,5.35003662109375,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002063,Uncategorized;,AENW01000033,null,"HMPREF9406_0783, EFR37542.1",NA,-1.08,343,0.329,-3.27,0.00106,0.00561,NA,"site-specific recombinase, phage integrase family",negative,1188,396,-0.597979797979797,46204.6253,9.62994384765625,None,NA,(L) Replication and repair,-,L,908340.HMPREF9406_0783,3.7799999999999997e-292,796,Belongs to the 'phage' integrase family,-,-,-,-,-,-,-,-,-,-,-,-,"Integrase_DNA,Phage_integrase",NA,NA,NA
RCHGF002073,Uncategorized;,AENW01000033,null,"HMPREF9406_0793, EFR37534.1",Hypothetical membrane spanning protein,2.01,32.2,0.637,3.16,0.00159,0.0079,Hypothetical membrane spanning protein,hypothetical protein,negative,2187,729,-0.225102880658436,81487.7566000003,9.60882568359375,None,NA,(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_0793,0,1305,"Psort location CytoplasmicMembrane, score",-,-,-,-,-,-,-,-,-,-,-,-,-,ABC,membrane,polysaccharide export
RCHGF002081,Uncategorized;,AENW01000033,null,"HMPREF9406_0801, EFR37537.1","Transcriptional regulator, Cro/CI family",2.19,16.4,0.63,3.48,5.11e-4,0.00305,"Transcriptional regulator, Cro/CI family",DNA-binding helix-turn-helix protein,negative,1194,398,-0.650251256281407,47058.2222,6.36138916015625,None,K07467 - rstA1 - phage replication initiation protein,(L) Replication and repair,-,L,908340.HMPREF9406_0801,3.79e-293,799,Replication initiation factor,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_3,HTH_31,Rep_trans",NA,NA,NA
RCHGF002082,Uncategorized;,AENW01000033,null,"HMPREF9406_0802, EFR37546.1",FtsK/SpoIIIE family,1.9,22,0.742,2.56,0.0104,0.0375,FtsK/SpoIIIE family,FtsK/SpoIIIE family protein,negative,1392,464,-0.091379310344828,53191.9208000001,6.24090576171875,None,NA,(D) Cell cycle control and mitosis,-,D,908340.HMPREF9406_0802,0,942,FtsK/SpoIIIE family,-,-,-,-,-,-,-,-,-,-,-,-,FtsK_SpoIIIE,NA,NA,NA
RCHGF002095,Uncategorized;,AENW01000033,null,"HMPREF9406_0815, EFR37550.1",NA,2.65,27.3,0.583,4.54,5.57e-6,5.87e-5,NA,dockerin type I repeat protein,negative,1362,454,-0.370925110132159,50879.2916,5.37994384765625,None,NA,NA,-,-,908340.HMPREF9406_0815,0,910,-,-,-,-,-,-,-,-,-,-,-,-,-,"CBM_4_9,Peptidase_S74,Prophage_tail",NA,NA,NA
RCHGF002117,cellular process;signaling;biological process involved in interspecies interaction between organisms;biological regulation;,AENW01000030,null,"HMPREF9406_3337, EFR37617.1",NA,1.49,171,0.418,3.55,3.82e-4,0.00242,NA,serine proteinase inhibitor,negative,1317,439,-0.313439635535307,48864.8792000001,5.11590576171875,None,K13963 - SERPINB - serpin B,"(O) Post-translational modification, protein turnover, chaperone functions",Amoebiasis,O,908340.HMPREF9406_3337,0,866,Belongs to the serpin family,-,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,NA,NA,NA
RCHGF002131,Uncategorized;,AENW01000030,null,"HMPREF9406_3351, EFR37583.1",NA,1.5,33.1,0.547,2.75,0.00593,0.0239,NA,hypothetical protein,positive,402,134,0.864179104477612,15555.6803,9.50347900390625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3351,2.3299999999999997e-74,224,Protein of unknown function (DUF2752),-,-,-,-,-,-,-,-,-,-,-,-,DUF2752,NA,NA,NA
RCHGF002133,metabolic process;,AENW01000030,null,"HMPREF9406_3353, EFR37585.1",Radical SAM superfamily protein,1.57,57.1,0.43,3.64,2.7e-4,0.00178,Radical SAM superfamily protein,glycyl-radical enzyme activating protein family protein (EC 1.97.1.-),positive,912,304,-0.3625,34403.8781,5.57830810546875,None,"K04069 - pflA, pflC, pflE - pyruvate formate lyase activating enzyme [EC:1.97.1.4] [1.97.1.4]",(C) Energy production and conversion,-,C,908340.HMPREF9406_3353,2.22e-233,640,glycyl-radical enzyme activating protein family,csdA,-,1.97.1.4,ko:K04069,-,-,R04710,-,"ko00000,ko01000",-,-,-,"Fer4,Fer4_12,Radical_SAM",NA,NA,NA
RCHGF002142,Uncategorized;,AENW01000030,null,"HMPREF9406_3362, EFR37610.1",Phosphoglycolate phosphatase (EC 3.1.3.18),-2.34,208,0.62,-3.77,1.6e-4,0.00113,Phosphoglycolate phosphatase (EC 3.1.3.18),"HAD hydrolase, family IA, variant 3",positive,642,214,-0.324766355140187,24516.7605,5.66021728515625,None,K01091 - gph - phosphoglycolate phosphatase [EC:3.1.3.18] [3.1.3.18],(S) Function Unknown,-,S,908340.HMPREF9406_3362,9.889999999999999e-158,441,"Psort location Cytoplasmic, score",-,-,-,-,-,-,-,-,-,-,-,-,HAD_2,NA,NA,NA
RCHGF002144,metabolic process;cellular process;,AENW01000030,deoD,"deoD, HMPREF9406_3364, EFR37590.1",Purine nucleoside phosphorylase (EC 2.4.2.1),1.11,630,0.215,5.15,2.58e-7,4.32e-6,Purine nucleoside phosphorylase (EC 2.4.2.1),purine nucleoside phosphorylase (EC 2.4.2.1),positive,714,238,-0.088235294117647,26122.3258,5.34930419921875,deoD,K03784 - deoD - purine-nucleoside phosphorylase [EC:2.4.2.1] [2.4.2.1],(F) Nucleotide metabolism and transport,Purine metabolism; Pyrimidine metabolism; Nicotinate and nicotinamide metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,F,908340.HMPREF9406_3364,1.6199999999999996e-168,471,Purine nucleoside phosphorylase,deoD,-,2.4.2.1,ko:K03784,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",-,"R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244","RC00033,RC00063,RC00122","ko00000,ko00001,ko01000",-,-,-,PNP_UDP_1,NA,NA,NA
RCHGF002147,Uncategorized;,AENW01000030,null,"HMPREF9406_3367, EFR37600.1",Superfamily II DNA and RNA helicase,1.22,365,0.221,5.5,3.75e-8,7.82e-7,Superfamily II DNA and RNA helicase,DEAD2 domain protein,negative,2337,779,-0.302824133504493,89762.5259000005,5.77508544921875,None,"K10844 - ERCC2, XPD - DNA excision repair protein ERCC-2 [EC:3.6.4.12] [3.6.4.12]",(L) Replication and repair,Basal transcription factors; Nucleotide excision repair,L,908340.HMPREF9406_3367,0,1560,helicase,dinG,-,"3.1.12.1,3.6.4.12","ko:K07464,ko:K10844","ko03022,ko03420,map03022,map03420",M00290,-,-,"ko00000,ko00001,ko00002,ko01000,ko02048,ko03021,ko03400",-,-,-,"DEAD,DEAD_2,HBB,Helicase_C_2,PDDEXK_1",NA,NA,NA
RCHGF002152,Uncategorized;,AENW01000030,null,"HMPREF9406_3372, EFR37591.1",V-type sodium ATP synthase subunit I (EC 3.6.3.15),-1.01,2860,0.162,-6.26,3.82e-10,1.37e-8,V-type sodium ATP synthase subunit I (EC 3.6.3.15),V-type ATPase 116kDa subunit family protein,positive,1920,640,0.2121875,72839.7441000002,4.90191650390625,None,"K02123 - ATPVI, ntpI, atpI - V/A-type H+/Na+-transporting ATPase subunit I",(U) Intracellular trafficing and secretion,Oxidative phosphorylation; Metabolic pathways,U,908340.HMPREF9406_3372,0,1215,Belongs to the V-ATPase 116 kDa subunit family,ntpI,-,-,ko:K02123,"ko00190,ko01100,map00190,map01100",M00159,-,-,"ko00000,ko00001,ko00002","3.A.2.2,3.A.2.3",-,-,V_ATPase_I,F-ATPase,NA,protons
RCHGF002155,Uncategorized;,AENW01000030,null,"HMPREF9406_3375, EFR37593.1",NA,-1.38,472,0.286,-4.82,1.46e-6,1.85e-5,NA,hypothetical protein,positive,594,198,-0.657070707070708,23024.9543,4.92669677734375,None,NA,(C) Energy production and conversion,-,C,908340.HMPREF9406_3375,1.03e-133,379,ATP synthase (E/31 kDa) subunit,-,-,-,-,-,-,-,-,-,-,-,-,vATP-synt_E,NA,NA,NA
RCHGF002164,metabolic process;cellular process;response to stimulus;,AENW01000028,typA,"typA, HMPREF9406_3822, EFR37627.1",GTP-binding protein TypA/BipA,-1.08,1250,0.233,-4.62,3.76e-6,4.19e-5,GTP-binding protein TypA/BipA,GTP-binding protein TypA,negative,1833,611,-0.342880523731587,68633.3452000001,4.98626708984375,typA,"K06207 - typA, bipA - GTP-binding protein",(T) Signal Transduction,-,T,908340.HMPREF9406_3822,0,1201,GTP-binding protein TypA,typA,-,-,ko:K06207,-,-,-,-,ko00000,-,-,-,"EFG_C,EFG_II,GTP_EFTU,GTP_EFTU_D2",NA,NA,NA
RCHGF002165,Uncategorized;,AENW01000028,null,"HMPREF9406_3823, EFR37638.1",NA,1.76,539,0.545,3.23,0.00124,0.00639,NA,polysaccharide deacetylase,positive,1311,437,-0.552402745995423,51073.3943000001,5.59637451171875,None,NA,(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3823,0,885,Polysaccharide deacetylase,-,-,3.5.1.104,ko:K22278,-,-,-,-,"ko00000,ko01000",-,-,-,"CW_binding_1,Cu_amine_oxidN1,DUF3298,Polysacc_deac_1,SH3_3",NA,NA,NA
RCHGF002171,Uncategorized;,AENW01000028,null,"HMPREF9406_3829, EFR37637.1",Transcriptional regulator,-1.8,624,0.501,-3.6,3.18e-4,0.00205,Transcriptional regulator,"transcriptional regulator, HxlR family",positive,414,138,-0.076811594202899,15951.8648,5.69769287109375,None,NA,(K) Transcription,-,K,908340.HMPREF9406_3829,5.92e-88,259,HxlR-like helix-turn-helix,-,-,-,-,-,-,-,-,-,-,-,-,HxlR,NA,NA,NA
RCHGF002183,Uncategorized;,AENW01000026,spxA,"spxA, HMPREF9406_2981, EFR37659.1",Arsenate reductase family protein,-1.07,256,0.421,-2.54,0.0112,0.0396,Arsenate reductase family protein,"transcriptional regulator, Spx/MgsR family",negative,429,143,-0.404195804195804,16410.7612,5.90081787109375,spxA,K16509 - spxA - regulatory protein spx,(K) Transcription,-,K,908340.HMPREF9406_2981,2.21e-99,288,"Interferes with activator-stimulated transcription by interaction with the RNA polymerase alpha-CTD. May function to globally reduce transcription of genes involved in growth- and development-promoting processes and to increase transcription of genes involved in thiol homeostasis, during periods of extreme stress",spxA,-,-,ko:K16509,-,-,-,-,ko00000,-,-,-,ArsC,NA,NA,NA
RCHGF002185,metabolic process;cellular process;,AENW01000026,trpS,"trpS, HMPREF9406_2983, EFR37654.1",Tryptophanyl-tRNA synthetase (EC 6.1.1.2),1.07,397,0.238,4.51,6.49e-6,6.72e-5,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),tryptophan--tRNA ligase (EC 6.1.1.2),positive,984,328,-0.323780487804878,36766.0294,8.75848388671875,trpS,"K01867 - WARS, trpS - tryptophanyl-tRNA synthetase [EC:6.1.1.2] [6.1.1.2]",(J) Translation,Aminoacyl-tRNA biosynthesis,J,908340.HMPREF9406_2983,1.5099999999999995e-234,645,Tryptophanyl-tRNA synthetase,trpS,-,6.1.1.2,ko:K01867,"ko00970,map00970","M00359,M00360",R03664,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1b,NA,NA,NA
RCHGF002192,metabolic process;cellular process;biological regulation;,AENW01000026,murD,"murD, HMPREF9406_2990, EFR37670.1",UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),-1.79,327,0.451,-3.97,7.07e-5,5.57e-4,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9),negative,1311,437,-0.169336384439359,49444.8177000001,5.37237548828125,murD,K01925 - murD - UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9] [6.3.2.9],(M) Cell wall/membrane/envelop biogenesis,NA; Peptidoglycan biosynthesis; Metabolic pathways,M,908340.HMPREF9406_2990,0,883,Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA),murD,-,6.3.2.9,ko:K01925,"ko00471,ko00550,ko01100,map00471,map00550,map01100",-,R02783,"RC00064,RC00141","ko00000,ko00001,ko01000,ko01011",-,-,-,"Mur_ligase_C,Mur_ligase_M",NA,NA,NA
RCHGF002195,Uncategorized;,AENW01000026,null,"HMPREF9406_2993, EFR37676.1","Sporulation specific D,D-transpeptidase / Stage V sporulation protein D",1.91,357,0.477,4.01,6.03e-5,4.83e-4,"Sporulation specific D,D-transpeptidase / Stage V sporulation protein D",putative stage V sporulation protein D,negative,1917,639,-0.268231611893584,70443.6118000002,6.03314208984375,None,K08384 - spoVD - stage V sporulation protein D (sporulation-specific penicillin-binding protein),(M) Cell wall/membrane/envelop biogenesis,Peptidoglycan biosynthesis; beta-Lactam resistance,M,908340.HMPREF9406_2993,0,1268,stage V sporulation protein D,spoVD,-,3.4.16.4,"ko:K03587,ko:K08384","ko00550,ko01501,map00550,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01011,ko03036",-,-,-,"PASTA,PBP_dimer,Transpeptidase",NA,NA,NA
RCHGF002199,Uncategorized;,AENW01000026,null,"HMPREF9406_2997, EFR37655.1",ABC transporter permease protein,2.21,81.4,0.41,5.38,7.35e-8,1.4e-6,ABC transporter permease protein,"efflux ABC transporter, permease protein",negative,1902,634,0.383596214511042,72617.1055000002,7.44171142578125,None,K02004 - ABC.CD.P - putative ABC transport system permease protein,NA,-,V,908340.HMPREF9406_2997,0,1194,ABC transporter permease,-,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,FtsX,ABC,membrane,efflux (antimicrobial peptide)
RCHGF002200,metabolic process;cellular process;localization;,AENW01000026,null,"HMPREF9406_2998, EFR37668.1",ABC transporter ATP-binding protein,1.87,27.3,0.652,2.87,0.00408,0.0175,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",negative,747,249,-0.257429718875502,27803.6731,6.61395263671875,None,K02003 - ABC.CD.A - putative ABC transport system ATP-binding protein,NA,-,V,908340.HMPREF9406_2998,3.0199999999999994e-174,486,ABC transporter,-,-,-,ko:K02003,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran,ABC,binding,lipoprotein
RCHGF002209,cellular process;response to stimulus;localization;biological regulation;,AENW01000026,null,"HMPREF9406_3007, EFR37671.1",Chloride channel protein,1.18,164,0.338,3.51,4.57e-4,0.00278,Chloride channel protein,"chloride transporter, ClC family",negative,1572,524,0.765458015267177,56110.046,6.73553466796875,None,"K15580 - oppA, mppA - oligopeptide transport system substrate-binding protein",(P) Inorganic ion transport and metabolism,-,P,908340.HMPREF9406_3007,0,999,Chloride channel,clcA,-,-,-,-,-,-,-,-,-,-,-,"TrkA_C,Voltage_CLC",ClC,NA,chloride ion channel
RCHGF002218,Uncategorized;,AENW01000026,null,"HMPREF9406_3016, EFR37658.1",Cystathionine beta-lyase (EC 4.4.1.8),-1.84,114,0.679,-2.71,0.00679,0.0265,Cystathionine beta-lyase (EC 4.4.1.8),"aminotransferase, class I/II (EC 2.6.1.-)",negative,1185,395,-0.219240506329114,45139.8530000001,4.92169189453125,None,"K14155 - patB, malY - cysteine-S-conjugate beta-lyase [EC:4.4.1.13] [4.4.1.13]",(E) Amino Acid metabolis and transport,Cysteine and methionine metabolism; Selenocompound metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of amino acids,E,908340.HMPREF9406_3016,1.06e-302,823,PFAM Aminotransferase class I and II,patB,-,4.4.1.8,ko:K14155,"ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230",-,"R00782,R01286,R02408,R04941","RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303","ko00000,ko00001,ko01000,ko01007",-,-,-,Aminotran_1_2,NA,NA,NA
RCHGF002219,metabolic process;localization;biological regulation;,AENW01000026,null,"HMPREF9406_3017, EFR37669.1",ABC transporter ATP-binding protein,-2.68,62.3,1.06,-2.52,0.0117,0.0411,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",negative,696,232,-0.015948275862069,26011.9806,5.04510498046875,None,K01990 - ABC-2.A - ABC-2 type transport system ATP-binding protein,NA,-,V,908340.HMPREF9406_3017,6.089999999999999e-161,451,ABC transporter,-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran,ABC,binding,daunorubicin
RCHGF002222,Uncategorized;,AENW01000026,null,"HMPREF9406_3020, EFR37645.1",ABC transporter permease protein,-3.04,136,0.849,-3.58,3.43e-4,0.0022,ABC transporter permease protein,hypothetical protein,negative,780,260,1.07423076923077,29613.4712,8.37445068359375,None,NA,NA,-,V,908340.HMPREF9406_3020,2.52e-167,469,"Psort location CytoplasmicMembrane, score 9.99",-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
