"id","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ000577","Hypothetical membrane associated protein","DUF4190 domain-containing protein","positive",498,166,"-0.374698795180723","18288.1671","4.71502685546875","None",,"(S) Function Unknown","-","S","552531.BIF_00909","5.97E-106","306","Domain of unknown function (DUF4190)","-","-","-","-","-","-","-","-","-","-","-","-","DUF4190,DUF4854","NA","NA","NA"
"RVCYZ000579","Integral membrane protein","UPF0182 family protein","positive",3165,1055,"-0.166350710900474","114654.500500001","5.47637939453125","None","K09118 - K09118 - uncharacterized protein","(S) Function Unknown","-","S","552531.BIF_00729","0","1847","Uncharacterised protein family (UPF0182)","-","GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944","-","ko:K09118","-","-","-","-","ko00000","-","-","-","UPF0182","NA","NA","NA"
"RVCYZ000580",,"GNAT family N-acetyltransferase (EC 2.3.1.-)","positive",645,215,"-0.130232558139535","23831.701","5.15728759765625","None","K03823 - pat - phosphinothricin acetyltransferase [EC:2.3.1.183] [2.3.1.183]","(M) Cell wall/membrane/envelop biogenesis","Phosphonate and phosphinate metabolism; NA","M","552531.BIF_01167","7.85E-142","400","Acetyltransferase (GNAT) domain","-","-","2.3.1.183","ko:K03823","ko00440,ko01130,map00440,map01130","-","R08871,R08938","RC00004,RC00064","ko00000,ko00001,ko01000","-","-","-","Acetyltransf_1,Acetyltransf_3,Acetyltransf_4","NA","NA","NA"
"RVCYZ000581","Peptidyl-tRNA hydrolase (EC 3.1.1.29)","aminoacyl-tRNA hydrolase (EC 3.1.1.29)","positive",597,199,"-0.385427135678392","22000.6584","8.52593994140625","pth","K01056 - PTH1, pth, spoVC - peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29] [3.1.1.29]","(J) Translation","-","J","1690.BPSG_0826","3.18E-133","378","The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis","pth","GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016787,GO:0016788,GO:0040007,GO:0044464,GO:0052689,GO:0071944,GO:0140098,GO:0140101","3.1.1.29","ko:K01056","-","-","-","-","ko00000,ko01000,ko03012","-","-","-","Pept_tRNA_hydro","NA","NA","NA"
"RVCYZ000582","Transcription-repair coupling factor","transcription-repair coupling factor","positive",3582,1194,"-0.324874371859296","132896.547500001","5.44000244140625","mfd","K03723 - mfd - transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-] [3.6.4.-]","(L) Replication and repair","Nucleotide excision repair","L","552531.BIF_01169","0","2344","Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site","mfd","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944","-","ko:K03723","ko03420,map03420","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF","NA","NA","NA"
"RVCYZ000583","Alkanesulfonates transport ATP-binding protein","ABC transporter ATP-binding protein (EC 7.6.2.14)","negative",696,232,"-0.150431034482759","26123.8607","7.03643798828125","None","K15555 - ssuB - sulfonate transport system ATP-binding protein [EC:3.6.3.-] [3.6.3.-]","(P) Inorganic ion transport and metabolism","Sulfur metabolism; ABC transporters","P","552531.BIF_00066","3.28E-165","462","ATPases associated with a variety of cellular activities","ssuB","-","-","ko:K15555","ko00920,ko02010,map00920,map02010","M00436","-","-","ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.17.2","-","-","ABC_tran","ABC","binding","nitrate"
"RVCYZ000584","Alkanesulfonates-binding protein","NrtA/SsuA/CpmA family ABC transporter substrate-binding protein","negative",963,321,"-0.109657320872274","34314.9351000001","4.65386962890625","None","K15553 - ssuA - sulfonate transport system substrate-binding protein","(P) Inorganic ion transport and metabolism","Sulfur metabolism; ABC transporters","P","552531.BIF_02068","1.14E-224","622","NMT1-like family","-","-","-","ko:K15553","ko00920,ko02010,map00920,map02010","M00436","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.17.2","-","-","NMT1","ABC","binding protein","nitrate/sulfonate/taurine"
"RVCYZ000585","Alkanesulfonates transport system permease protein","ABC transporter permease","negative",906,302,"0.536092715231788","32242.5744","9.80230712890625","None","K15554 - ssuC - sulfonate transport system permease protein","(U) Intracellular trafficing and secretion","Sulfur metabolism; ABC transporters","U","552531.BIF_00922","3.38E-209","580","Binding-protein-dependent transport system inner membrane component","-","-","-","ko:K15554","ko00920,ko02010,map00920,map02010","M00436","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.17.2","-","-","BPD_transp_1","ABC","membrane","nitrate/sulfonate/taurine"
"RVCYZ000586",,,"negative",138,"NA",,,,"None",,"NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ000587","Enolase (EC 4.2.1.11)","phosphopyruvate hydratase (EC 4.2.1.11)","positive",1290,430,"-0.29093023255814","46428.5703","4.69061279296875","eno","K01689 - ENO, eno - enolase [EC:4.2.1.11] [4.2.1.11]","(G) Carbohydrate metabolism and transport","Glycolysis / Gluconeogenesis; Methane metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids; RNA degradation; HIF-1 signaling pathway","G","552531.BIF_01197","8.65999999999353e-313","852","Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis","eno","-","4.2.1.11","ko:K01689","ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066","M00001,M00002,M00003,M00346,M00394","R00658","RC00349","ko00000,ko00001,ko00002,ko01000,ko03019,ko04147","-","-","-","Enolase_C,Enolase_N","NA","NA","NA"
"RVCYZ000588","DivIC superfamily protein","septum formation initiator family protein","positive",570,190,"-0.737368421052632","20473.2018","5.58990478515625","None","K00529 - hcaD - 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3] [1.18.1.3]; K01483 - allA - ureidoglycolate lyase [EC:4.3.2.3] [4.3.2.3]","(D) Cell cycle control and mitosis","-","D","552531.BIF_01196","3.48E-128","365","Septum formation initiator","-","-","-","-","-","-","-","-","-","-","-","-","DivIC","NA","NA","NA"
"RVCYZ000589","Hypothetical protein","DUF501 domain-containing protein","positive",606,202,"-0.247029702970297","21897.7219","5.52447509765625","None","K09009 - K09009 - uncharacterized protein","(S) Function Unknown","-","S","552531.BIF_01825","2.96E-144","406","Protein of unknown function (DUF501)","-","-","-","ko:K09009","-","-","-","-","ko00000","-","-","-","DUF501","NA","NA","NA"
"RVCYZ000590","Exopolyphosphatase (EC 3.6.1.11)","Ppx/GppA phosphatase family protein","positive",1020,340,"-0.139117647058823","36982.9956","4.97064208984375","None","K01524 - ppx-gppA - exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40] [3.6.1.11 3.6.1.40]","(F) Nucleotide metabolism and transport; (P) Inorganic ion transport and metabolism","Purine metabolism","FP","552531.BIF_01195","2.94E-238","655","Ppx/GppA phosphatase family","ppx","-","3.6.1.11,3.6.1.40","ko:K01524","ko00230,map00230","-","R03409","RC00002","ko00000,ko00001,ko01000","-","-","-","Ppx-GppA","NA","NA","NA"
"RVCYZ000591","Hypothetical membrane associated protein","cadmium transporter","positive",618,206,"1.0252427184466","21730.6901","8.73480224609375","None",,"NA","-","-","552531.BIF_01194","1.24E-136","388","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000592","L-serine dehydratase (EC 4.3.1.17)","L-serine ammonia-lyase (EC 4.3.1.17)","positive",1488,496,"0.002016129032258","53099.6749000001","5.07623291015625","None","K01752 - E4.3.1.17, sdaA, sdaB, tdcG - L-serine dehydratase [EC:4.3.1.17] [4.3.1.17]","(E) Amino Acid metabolis and transport","Glycine, serine and threonine metabolism; Cysteine and methionine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Carbon metabolism; Biosynthesis of amino acids","E","552531.BIF_01193","0","996","Serine dehydratase alpha chain","sdaA","GO:0003674,GO:0003824,GO:0003941,GO:0016829,GO:0016840,GO:0016841","4.3.1.17","ko:K01752","ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230","-","R00220,R00590","RC00331,RC02600","ko00000,ko00001,ko01000","-","-","-","SDH_alpha,SDH_beta","NA","NA","NA"
"RVCYZ000593","Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)","FKBP-type peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)","positive",405,135,"-0.234074074074074","14342.8226","4.97540283203125","None","K01802 - E5.2.1.8 - peptidylprolyl isomerase [EC:5.2.1.8] [5.2.1.8]","(G) Carbohydrate metabolism and transport","-","G","552531.BIF_01192","2.24E-97","283","Peptidyl-prolyl cis-trans","fkbP","-","5.2.1.8","ko:K01802","-","-","-","-","ko00000,ko01000","-","-","-","FKBP_C","NA","NA","NA"
"RVCYZ000594","Transcription elongation factor greA","transcription elongation factor GreA","positive",480,160,"-0.565000000000001","17513.3175","4.69232177734375","greA","K03624 - greA - transcription elongation factor GreA","(K) Transcription","-","K","552531.BIF_01191","3.4E-105","306","Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides","greA","GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0071944","-","ko:K03624","-","-","-","-","ko00000,ko03021","-","-","-","GreA_GreB,GreA_GreB_N","NA","NA","NA"
"RVCYZ000595","Conserved membrane protein (hemolysin III homolog)","hemolysin III family protein","negative",882,294,"0.450680272108843","32483.068","9.62213134765625","None","K11068 - hlyIII - hemolysin III","(S) Function Unknown","-","S","552531.BIF_01753","6.93E-193","537","Haemolysin-III related","hlyIII","-","-","ko:K11068","-","-","-","-","ko00000,ko02042","-","-","-","HlyIII","NA","NA","NA"
"RVCYZ000596","Sensory Transduction Protein Kinase (EC 2.7.3.-)","histidine kinase N-terminal domain-containing protein","positive",1476,492,"-0.359959349593496","54878.4976000001","5.48931884765625","None","K00936 - pdtaS - two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3] [2.7.13.3]","(T) Signal Transduction","-","T","552531.BIF_00170","0","979","ATPase histidine kinase DNA gyrase B HSP90 domain protein","pdtaS","GO:0000155,GO:0000160,GO:0000166,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0005488,GO:0005524,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0017076,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564","2.7.13.3","ko:K00936","-","M00839","-","-","ko00000,ko00002,ko01000,ko01001,ko02022","-","-","-","HATPase_c,H_kinase_N,HisKA_2,PAS_4","NA","NA","NA"
"RVCYZ000597","Cell division transcription factor WhmD","WhiB family transcriptional regulator","negative",276,92,"-0.554347826086956","10403.7986","8.94805908203125","None","K18955 - whiB1_2_3_4 - WhiB family transcriptional regulator, redox-sensing transcriptional regulator","(K) Transcription","-","K","552531.BIF_02258","5.33E-61","187","Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA","whiB","GO:0000302,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0006355,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0010035,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0015035,GO:0015036,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0042221,GO:0042493,GO:0045892,GO:0045934,GO:0047134,GO:0048037,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0060255,GO:0065007,GO:0071731,GO:0080090,GO:0097159,GO:0097366,GO:1901363,GO:1901698,GO:1901700,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141","-","ko:K18955","-","-","-","-","ko00000,ko03000","-","-","-","Whib","NA","NA","NA"
"RVCYZ000598","DNA segregation ATPase and related proteins (FtsK/SpoIIIE family)","FtsK/SpoIIIE domain-containing protein","negative",1449,483,"0.022153209109731","52605.9742000002","5.74774169921875","None","K03466 - ftsK, spoIIIE - DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family","(D) Cell cycle control and mitosis","-","D","552531.BIF_01833","0","983","FtsK/SpoIIIE family","-","-","-","ko:K03466","-","-","-","-","ko00000,ko03036","3.A.12","-","-","FtsK_SpoIIIE,Yop-YscD_cpl","NA","NA","NA"
"RVCYZ000599","Putative transcriptional regulator","LCP family protein","negative",1020,340,"-0.283823529411765","36760.2286","6.71258544921875","None","K01005 - tagT_U_V - polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-] [2.7.8.-]","(K) Transcription","-","K","552531.BIF_00281","3.17E-245","681","Cell envelope-related transcriptional attenuator domain","lytR2","-","-","-","-","-","-","-","-","-","-","-","LytR_cpsA_psr","NA","NA","NA"
"RVCYZ000600","Transcriptional regulator, LytR family","LCP family protein","negative",1455,485,"-0.405979381443299","52535.6928000001","4.82977294921875","None","K09023 - rutD - aminoacrylate hydrolase [EC:3.5.1.-] [3.5.1.-]","(K) Transcription","-","K","552531.BIF_00546","0","915","Cell envelope-related transcriptional attenuator domain","yvhJ","-","-","-","-","-","-","-","-","-","-","-","LytR_C,LytR_cpsA_psr","NA","NA","NA"
"RVCYZ000601","Hypothetical membrane spanning protein","glycosyltransferase family 2 protein","positive",3093,1031,"0.328612997090205","111852.037000001","6.86956787109375","None","K02510 - hpaI, hpcH - 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52] [4.1.2.52]; K05782 - benE - benzoate membrane transport protein","(S) Function Unknown","-","S","552531.BIF_00704","0","2006","Glycosyl transferase, family 2","-","-","-","-","-","-","-","-","-","-","-","-","Glyco_tranf_2_3,Glyco_trans_2_3","NA","NA","NA"
"RVCYZ000602","Hypothetical protein","DUF5719 family protein","positive",1542,514,"-0.060311284046693","53138.4537000002","4.59112548828125","None","K07302 - iorA - isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16] [1.3.99.16]","NA","-","-","552531.BIF_00480","0","956","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ000603","Hypothetical cytosolic protein","metallopeptidase family protein","negative",444,148,"-0.680405405405406","17246.6101","10.4490356445313","None","K07303 - iorB - isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16] [1.3.99.16]","(S) Function Unknown","-","S","552531.BIF_02110","1.53E-106","306","Zincin-like metallopeptidase","-","-","-","-","-","-","-","-","-","-","-","-","Zincin_1","NA","NA","NA"
"RVCYZ000604","Phosphomannomutase (EC 5.4.2.8)","HAD-IIB family hydrolase","positive",822,274,"-0.501824817518249","30634.1741","5.24456787109375","None","K01652 - E2.2.1.6L, ilvB, ilvG, ilvI - acetolactate synthase I/II/III large subunit [EC:2.2.1.6] [2.2.1.6]","(T) Signal Transduction","-","T","552531.BIF_00573","1.75E-197","549","Eukaryotic phosphomannomutase","-","-","-","-","-","-","-","-","-","-","-","-","Hydrolase_3,PMM","NA","NA","NA"
"RVCYZ000605","Amidophosphoribosyltransferase family protein","phosphoribosyltransferase family protein","positive",765,255,"-0.020392156862745","27782.596","8.23895263671875","None",,"(S) Function Unknown","-","S","552531.BIF_00572","3.71E-187","519","Phosphoribosyl transferase domain","pyrE_1","-","-","-","-","-","-","-","-","-","-","-","Pribosyltran","NA","NA","NA"
"RVCYZ000606","Sensory transduction protein kinase (EC 2.7.3.-)","HAMP domain-containing sensor histidine kinase","negative",1098,366,"-0.187978142076503","40929.9529000001","5.39093017578125","None","K01640 - E4.1.3.4, HMGCL, hmgL - hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] [4.1.3.4]","(T) Signal Transduction","-","T","552531.BIF_00054","8.38E-258","707","ATPase histidine kinase DNA gyrase B HSP90 domain protein","-","-","-","-","-","-","-","-","-","-","-","-","HAMP,HATPase_c,HisKA","NA","NA","NA"
"RVCYZ000607","Two-component response regulator","response regulator transcription factor","negative",717,239,"-0.138075313807531","26310.8296","5.38055419921875","None","K07670 - mtrA - two-component system, OmpR family, response regulator MtrA","(T) Signal Transduction","-","T","552531.BIF_00460","3.21E-168","470","Response regulator receiver domain protein","cseB","-","-","-","-","-","-","-","-","-","-","-","Response_reg,Trans_reg_C","NA","NA","NA"
"RVCYZ000608","1,4-alpha-glucan branching enzyme (EC 2.4.1.18)","1,4-alpha-glucan branching protein GlgB (EC 2.4.1.18)","negative",2250,750,"-0.531066666666666","85017.5171000003","5.02178955078125","glgB","K00700 - GBE1, glgB - 1,4-alpha-glucan branching enzyme [EC:2.4.1.18] [2.4.1.18]","(G) Carbohydrate metabolism and transport","Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites","G","552531.BIF_00132","0","1599","Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position","glgB","GO:0000271,GO:0003674,GO:0003824,GO:0003844,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0040007,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0055114,GO:0071704,GO:0071944,GO:1901576","2.4.1.18","ko:K00700","ko00500,ko01100,ko01110,map00500,map01100,map01110","M00565","R02110","-","ko00000,ko00001,ko00002,ko01000,ko04147","-","CBM48,GH13","-","Alpha-amylase,Alpha-amylase_C,CBM_48","NA","NA","NA"
"RVCYZ000609","CarD-like transcriptional regulator","CarD family transcriptional regulator","positive",594,198,"-0.596464646464647","22417.0237","5.05694580078125","None","K07736 - carD - CarD family transcriptional regulator","(K) Transcription","-","K","552531.BIF_00324","1.02E-132","378","CarD-like/TRCF domain","carD","GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009405,GO:0009605,GO:0009987,GO:0009991,GO:0015968,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0040007,GO:0042594,GO:0044419,GO:0050896,GO:0051704,GO:0051716,GO:0071496","-","ko:K07736","-","-","-","-","ko00000,ko03000","-","-","-","CarD_CdnL_TRCF","NA","NA","NA"
"RVCYZ000610","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)","positive",501,167,"-0.017365269461078","17348.3328","5.28900146484375","ispF","K01770 - ispF - 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12] [4.6.1.12]","(H) Coenzyme metabolis","Terpenoid backbone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA","H","552531.BIF_01834","7.88E-116","332","Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)","ispF","-","2.7.7.60,4.6.1.12","ko:K01770,ko:K12506","ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130","M00096","R05633,R05637","RC00002,RC01440","ko00000,ko00001,ko00002,ko01000","-","-","-","IspD,YgbB","NA","NA","NA"
"RVCYZ000611","Manganese transport system membrane protein","metal ABC transporter permease","negative",843,281,"1.04341637010676","29448.7733","8.93023681640625","None","K02075 - ABC.ZM.P - zinc/manganese transport system permease protein","(U) Intracellular trafficing and secretion","-","U","552531.BIF_01817","2.27E-185","517","ABC 3 transport family","znuB","-","-","ko:K02075","-","M00244","-","-","ko00000,ko00002,ko02000","3.A.1.15","-","-","ABC-3","ABC","membrane","manganese/zinc ion"
"RVCYZ000612","Manganese transport system ATP-binding protein","ABC transporter ATP-binding protein","negative",909,303,"-0.132673267326733","32895.2071000001","5.93487548828125","None","K02074 - ABC.ZM.A - zinc/manganese transport system ATP-binding protein","(P) Inorganic ion transport and metabolism","-","P","552531.BIF_01086","4.24E-217","599","ATPases associated with a variety of cellular activities","-","-","-","ko:K02074","-","M00244","-","-","ko00000,ko00002,ko02000","3.A.1.15","-","-","ABC_tran","ABC","binding","phosphonate"
"RVCYZ000613","Manganese-binding protein","zinc ABC transporter substrate-binding protein","negative",1002,334,"-0.501197604790419","36418.1336000001","5.08172607421875","None","K02077 - ABC.ZM.S - zinc/manganese transport system substrate-binding protein","(P) Inorganic ion transport and metabolism","-","P","552531.BIF_01087","1.26E-236","652","Zinc-uptake complex component A periplasmic","-","-","-","ko:K02077","-","M00244","-","-","ko00000,ko00002,ko02000","3.A.1.15","-","-","ZnuA","ABC","binding","zinc"
"RVCYZ000614","Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","positive",891,297,"0.17003367003367","31126.5684","5.62127685546875","None","K01491 - folD - methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] [1.5.1.5 3.5.4.9]","(F) Nucleotide metabolism and transport","One carbon pool by folate; Carbon fixation pathways in prokaryotes; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism","F","552531.BIF_01088","3.33E-211","583","Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate","folD","GO:0003674,GO:0003824,GO:0004477,GO:0004488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006730,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016491,GO:0016645,GO:0016646,GO:0016787,GO:0016810,GO:0016814,GO:0019238,GO:0040007,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0055114,GO:0071944","1.5.1.5,3.5.4.9","ko:K01491","ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200","M00140,M00377","R01220,R01655","RC00202,RC00578","ko00000,ko00001,ko00002,ko01000","-","-","-","THF_DHG_CYH,THF_DHG_CYH_C","NA","NA","NA"
"RVCYZ000615","SSU ribosomal protein S1P","30S ribosomal protein S1","positive",1479,493,"-0.50973630831643","55219.1089000001","4.72174072265625","rpsA","K02945 - RP-S1, rpsA - small subunit ribosomal protein S1","(J) Translation","Ribosome","J","1690.BPSG_0796","4.46999999859844e-315","863","Ribosomal protein S1","rpsA","GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944","-","ko:K02945","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","S1","NA","NA","NA"
