id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO_Function,GenBank_Function,strand,length_nt,length_aa,GRAVY,Molecular_Weight,Iso_electric_Point,gene_name,Kegg_Orthology,COG_Category_description,KEGG_Pathway_names,COG_category_eggnog,seed_ortholog_eggnog,evalue_eggnog,score_eggnog,Description_eggnog,Preferred_name_eggnog,GOs_eggnog,EC_eggnog,KEGG_ko_eggnog,KEGG_Pathway_eggnog,KEGG_Module_eggnog,KEGG_Reaction_eggnog,KEGG_rclass_eggnog,BRITE_eggnog,KEGG_TC_eggnog,CAZy_eggnog,BiGG_Reaction_eggnog,PFAMs_eggnog,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RVCYZ000615,metabolic process;cellular process;biological regulation;,NODE_3_length_211607_cov_32.456019,rpsA,"rpsA, pgaptmp_000763, extdb:pgaptmp_000763",SSU ribosomal protein S1P,-2.52,25300,0.149,-16.9,2.25e-64,1.25e-62,SSU ribosomal protein S1P,30S ribosomal protein S1,positive,1479,493,-0.50973630831643,55219.1089000001,4.72174072265625,rpsA,"K02945 - RP-S1, rpsA - small subunit ribosomal protein S1",(J) Translation,Ribosome,J,1690.BPSG_0796,4.46999999859844e-293,863,Ribosomal protein S1,rpsA,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944",-,ko:K02945,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,S1,NA,NA,NA
RVCYZ000619,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,pyk,"pyk, pgaptmp_000767, extdb:pgaptmp_000767",Pyruvate kinase (EC 2.7.1.40),-1.7,20900,0.129,-13.2,7.0099999999999994e-40,1.0299999999999999e-38,Pyruvate kinase (EC 2.7.1.40),pyruvate kinase (EC 2.7.1.40),positive,1440,480,-0.28875,52252.4840000001,5.24859619140625,pyk,"K00873 - PK, pyk - pyruvate kinase [EC:2.7.1.40] [2.7.1.40]",(G) Carbohydrate metabolism and transport,Glycolysis / Gluconeogenesis; Purine metabolism; Pyruvate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Biosynthesis of amino acids; Glucagon signaling pathway; Type II diabetes mellitus; Human papillomavirus infection; Viral carcinogenesis; Central carbon metabolism in cancer,G,552531.BIF_00125,0,950,Pyruvate kinase,pyk,"GO:0003674,GO:0003824,GO:0004743,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",2.7.1.40,ko:K00873,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","M00001,M00002,M00049,M00050","R00200,R00430,R01138,R01858,R02320","RC00002,RC00015","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"PK,PK_C",NA,NA,NA
RVCYZ000620,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000769, extdb:pgaptmp_000769",ADP-ribose pyrophosphatase (EC 3.6.1.13),-1.32,2530,0.0961,-13.8,4.1399999999999995e-43,7.33e-42,ADP-ribose pyrophosphatase (EC 3.6.1.13),NUDIX hydrolase (EC 3.6.-.-),positive,627,209,-0.431578947368421,23829.7271,6.44964599609375,None,K01515 - nudF - ADP-ribose pyrophosphatase [EC:3.6.1.13] [3.6.1.13],(L) Replication and repair,Purine metabolism,L,552531.BIF_00208,6.769999999999999e-153,430,NUDIX domain,aspA,-,3.6.1.13,ko:K01515,"ko00230,map00230",-,R01054,RC00002,"ko00000,ko00001,ko01000",-,-,-,NUDIX,NA,NA,NA
RVCYZ000621,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000770, extdb:pgaptmp_000770",Transcriptional regulator,-1.02,2880,0.114,-8.92,4.64e-19,2.33e-18,Transcriptional regulator,response regulator,positive,756,252,-0.505555555555556,27949.213,4.55682373046875,None,"K22010 - pdtaR - two-component system, response regulator PdtaR",(T) Signal Transduction,-,T,552531.BIF_00124,7.75e-158,445,Response regulator receiver domain protein,pdtaR,"GO:0000160,GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0023052,GO:0030312,GO:0035556,GO:0040007,GO:0043167,GO:0043168,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944",-,ko:K22010,-,M00839,-,-,"ko00000,ko00002,ko02022",-,-,-,"ANTAR,Response_reg",NA,NA,NA
RVCYZ000625,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,glgX,"glgX, pgaptmp_000774, extdb:pgaptmp_000774",Isoamylase (EC 3.2.1.68),-2.64,13500,0.142,-18.6,3.2e-77,3.68e-75,Isoamylase (EC 3.2.1.68),glycogen debranching protein GlgX,positive,2115,705,-0.574326241134751,81013.5159000003,5.22467041015625,glgX,"K01214 - ISA, treX - isoamylase [EC:3.2.1.68] [3.2.1.68]",(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,G,552531.BIF_00611,0,1484,Belongs to the glycosyl hydrolase 13 family,glgX,-,3.2.1.68,ko:K01214,"ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,"R09995,R11261",-,"ko00000,ko00001,ko00002,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,CBM_48",NA,NA,NA
RVCYZ000628,metabolic process;cellular process;biological process involved in intraspecies interaction between organisms;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000778, extdb:pgaptmp_000778",Acetate kinase (EC 2.7.2.1),-1.63,10100,0.124,-13.1,2.37e-39,3.32e-38,Acetate kinase (EC 2.7.2.1),acetate kinase (EC 2.7.2.1),negative,1230,410,-0.241463414634147,44597.8935,4.97918701171875,None,K00925 - ackA - acetate kinase [EC:2.7.2.1] [2.7.2.1],(H) Coenzyme metabolis,Taurine and hypotaurine metabolism; Pyruvate metabolism; Propanoate metabolism; Methane metabolism; Carbon fixation pathways in prokaryotes; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism,H,552531.BIF_00693,4.94e-297,811,Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction,ackA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",2.7.2.1,ko:K00925,"ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200","M00357,M00579","R00315,R01353","RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv0409,Acetate_kinase,NA,NA,NA
RVCYZ000630,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000780, extdb:pgaptmp_000780",Xylulose-5-phosphate (EC 4.1.2.9) / Fructose-6-phosphate phosphoketolase (EC 4.1.2.22),-2.35,128000,0.154,-15.2,3.36e-52,9.82e-51,Xylulose-5-phosphate (EC 4.1.2.9) / Fructose-6-phosphate phosphoketolase (EC 4.1.2.22),phosphoketolase,negative,2475,825,-0.411393939393939,92500.6234000004,5.03961181640625,None,"K01621 - xfp, xpk - xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] [4.1.2.9 4.1.2.22]",(G) Carbohydrate metabolism and transport,Pentose phosphate pathway; Carbon fixation in photosynthetic organisms; Metabolic pathways; Microbial metabolism in diverse environments,G,552531.BIF_00105,0,1703,D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase,xfp,-,"4.1.2.22,4.1.2.9",ko:K01621,"ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120",-,"R00761,R01621","RC00032,RC00226","ko00000,ko00001,ko01000",-,-,-,"XFP,XFP_C,XFP_N",NA,NA,NA
RVCYZ000633,metabolic process;cellular process;biological regulation;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000783, extdb:pgaptmp_000783",Transposase,-2.12,2540,0.149,-14.2,6.0699999999999994e-46,1.27e-44,Transposase,IS5-like element ISBian1 family transposase,positive,963,321,-0.477570093457944,36100.3033,9.76605224609375,None,"K07481 - K07481 - transposase, IS5 family",(L) Replication and repair,-,L,552531.BIF_00230,5.1799999999999993e-228,628,Transposase domain (DUF772),-,-,-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",NA,NA,NA
RVCYZ000635,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000785, extdb:pgaptmp_000785",ATPase,1.26,202,0.22,5.72,1.05e-8,2.54e-8,ATPase,DUF4143 domain-containing protein,negative,369,123,-0.285365853658537,13936.5771,7.00982666015625,None,K07133 - K07133 - uncharacterized protein,(S) Function Unknown,-,S,552531.BIF_01838,8.850000000000001e-85,249,AAA domain,-,-,-,ko:K07133,-,-,-,-,ko00000,-,-,-,"AAA_14,DUF4143",NA,NA,NA
RVCYZ000636,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000786, extdb:pgaptmp_000786",DNA topology modulation protein flar-related protein,1.18,333,0.167,7.07,1.59e-12,5.31e-12,DNA topology modulation protein flar-related protein,adenylate kinase,positive,597,199,-0.28391959798995,22848.7991,5.31915283203125,None,NA,(F) Nucleotide metabolism and transport,-,F,552531.BIF_00109,8.54e-147,412,adenylate kinase activity,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RVCYZ000637,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000787, extdb:pgaptmp_000787",Acetyltransferase (EC 2.3.1.-),1.22,102,0.255,4.78,1.79e-6,3.5e-6,Acetyltransferase (EC 2.3.1.-),GNAT family N-acetyltransferase,positive,384,128,-0.1953125,14442.5038,9.61749267578125,None,NA,(K) Transcription,-,K,552531.BIF_01119,1.82e-93,272,Acetyltransferase (GNAT) family,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1,NA,NA,NA
RVCYZ000639,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000789, extdb:pgaptmp_000789",Chorismate mutase (EC 5.4.99.5),1.19,183,0.197,6.04,1.51e-9,3.94e-9,Chorismate mutase (EC 5.4.99.5),chorismate mutase,negative,303,101,-0.575247524752475,11341.5927,5.33526611328125,None,K04782 - pchB - isochorismate pyruvate lyase [EC:4.2.99.21] [4.2.99.21],(E) Amino Acid metabolis and transport,Biosynthesis of siderophore group nonribosomal peptides; Biosynthesis of secondary metabolites; NA,E,552531.BIF_01121,1.23e-67,204,Chorismate mutase type II,-,-,4.2.99.21,ko:K04782,"ko01053,ko01110,ko01130,map01053,map01110,map01130",-,R06602,"RC01549,RC02148","ko00000,ko00001,ko01000",-,-,-,CM_2,NA,NA,NA
RVCYZ000655,metabolic process;cellular process;response to stimulus;biological regulation;,NODE_3_length_211607_cov_32.456019,rpsD,"rpsD, pgaptmp_000805, extdb:pgaptmp_000805",SSU ribosomal protein S4P,-1.06,21200,0.132,-8.04,8.93e-16,3.64e-15,SSU ribosomal protein S4P,30S ribosomal protein S4,positive,618,206,-0.589805825242719,23345.5377,10.6710815429688,rpsD,"K02986 - RP-S4, rpsD - small subunit ribosomal protein S4",(J) Translation,Ribosome,J,552531.BIF_02255,3.61e-141,400,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit",rpsD,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006417,GO:0006450,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0015935,GO:0019222,GO:0019843,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0032991,GO:0034248,GO:0034250,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0045727,GO:0045903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0065008,GO:0080090,GO:0097159,GO:1901363,GO:1990904,GO:2000112",-,ko:K02986,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_S4,S4",NA,NA,NA
RVCYZ000658,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000808, extdb:pgaptmp_000808",Hypothetical exported protein,-1.43,756,0.153,-9.37,7.45e-21,4.09e-20,Hypothetical exported protein,DUF948 domain-containing protein,positive,399,133,0.189473684210526,13847.946,9.18853759765625,None,"K02034 - ABC.PE.P1 - peptide/nickel transport system permease protein; K10563 - mutM, fpg - formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18] [3.2.2.23 4.2.99.18]",(S) Function Unknown,-,S,552531.BIF_00392,1.31e-84,250,Bacterial protein of unknown function (DUF948),-,-,-,-,-,-,-,-,-,-,-,-,DUF948,NA,NA,NA
RVCYZ000675,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000825, extdb:pgaptmp_000825",Pullulanase (EC 3.2.1.41),1.29,102,0.203,6.36,2.06e-10,5.78e-10,Pullulanase (EC 3.2.1.41),pullulanase,positive,450,150,-0.664666666666667,16826.6498,8.77532958984375,None,NA,(M) Cell wall/membrane/envelop biogenesis,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Carbohydrate digestion and absorption,M,552531.BIF_02253,2.2499999999999996e-109,314,Aamy_C,-,-,"3.2.1.1,3.2.1.41","ko:K01176,ko:K01200","ko00500,ko01100,ko01110,ko04973,map00500,map01100,map01110,map04973",-,"R02108,R02111,R02112,R11262",-,"ko00000,ko00001,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,Alpha-amylase_C,Big_4,CBM_25,CBM_48,DUF5011,PUD",NA,NA,NA
RVCYZ000676,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000826, extdb:pgaptmp_000826",Pullulanase (EC 3.2.1.41),1.18,397,0.183,6.45,1.1e-10,3.16e-10,Pullulanase (EC 3.2.1.41),pullulanase,positive,1065,355,-0.484788732394367,38823.8778,6.34161376953125,None,NA,(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,G,552531.BIF_00181,2.32e-236,651,Belongs to the glycosyl hydrolase 13 family,pulA,-,"3.2.1.41,3.2.1.68","ko:K01200,ko:K01214","ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,"R02111,R09995,R11261",-,"ko00000,ko00001,ko00002,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,CBM_48,CW_binding_1,DUF3372,PUD",NA,NA,NA
RVCYZ000687,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,pgaptmp_000837,Transposase IS66 family::PF03050,1.21,345,0.183,6.64,3.15e-11,9.41e-11,Transposase IS66 family::PF03050,IS256 family transposase,positive,354,118,-0.727118644067797,13797.6013,9.21795654296875,None,NA,(L) Replication and repair,-,L,552531.BIF_00584,2.86e-88,262,Transposase and inactivated derivatives,tnp3503b,-,-,-,-,-,-,-,-,-,-,-,Transposase_mut,NA,NA,NA
RVCYZ000690,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000841, extdb:pgaptmp_000841",Hit Family Protein,-1.62,1440,0.101,-15.9,3.24e-57,1.3699999999999997e-55,Hit Family Protein,histidine triad nucleotide-binding protein,positive,333,111,-0.120720720720721,12327.8047,4.82635498046875,None,"K02503 - HINT1, hinT, hit - histidine triad (HIT) family protein",(F) Nucleotide metabolism and transport; (G) Carbohydrate metabolism and transport,-,FG,552531.BIF_01810,2.1900000000000002e-77,230,Scavenger mRNA decapping enzyme C-term binding,hit,-,-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,"DcpS_C,HIT",NA,NA,NA
RVCYZ000695,metabolic process;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000846, extdb:pgaptmp_000846",Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),-1.79,15200,0.126,-14.2,1.33e-45,2.7e-44,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),AMP-dependent synthetase/ligase,negative,2058,686,-0.355685131195335,76122.7056000004,5.90460205078125,None,"K01897 - ACSL, fadD - long-chain acyl-CoA synthetase [EC:6.2.1.3] [6.2.1.3]",(I) Lipid metabolism,Fatty acid biosynthesis; Fatty acid degradation; Metabolic pathways; Fatty acid metabolism; Quorum sensing; PPAR signaling pathway; Peroxisome; Ferroptosis; Thermogenesis; Adipocytokine signaling pathway,I,552531.BIF_00162,0,1384,AMP-binding enzyme,fadD2,-,6.2.1.3,ko:K01897,"ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920",M00086,R01280,"RC00004,RC00014","ko00000,ko00001,ko00002,ko01000,ko01004,ko04147",4.C.1.1,-,-,AMP-binding,NA,NA,NA
RVCYZ000697,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000848, extdb:pgaptmp_000848",NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2),-1.11,352,0.158,-7.02,2.18e-12,7.18e-12,NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2),NAD(P) transhydrogenase subunit alpha,positive,309,103,0.848543689320388,10870.8285,6.01605224609375,None,K00324 - pntA - H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1] [1.6.1.2 7.1.1.1],(C) Energy production and conversion,Nicotinate and nicotinamide metabolism; Metabolic pathways,C,552531.BIF_00112,4.73e-62,191,"4TM region of pyridine nucleotide transhydrogenase, mitoch",pntAB,-,1.6.1.2,ko:K00324,"ko00760,ko01100,map00760,map01100",-,R00112,RC00001,"ko00000,ko00001,ko01000",-,-,-,PNTB_4TM,NA,NA,NA
RVCYZ000700,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000851, extdb:pgaptmp_000851",LSU ribosomal protein L25P,-1.32,6670,0.158,-8.4,4.48e-17,1.98e-16,LSU ribosomal protein L25P,50S ribosomal protein L25/general stress protein Ctc,positive,624,208,-0.234615384615385,22615.2472,4.47674560546875,None,"K02897 - RP-L25, rplY - large subunit ribosomal protein L25",(J) Translation,Ribosome,J,552531.BIF_00020,6.37e-139,395,This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance,ctc,"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02897,"ko03010,map03010",M00178,-,-,"ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L25p,Ribosomal_TL5_C",NA,NA,NA
RVCYZ000701,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000852, extdb:pgaptmp_000852",Branched-chain amino acid aminotransferase (EC 2.6.1.42),-1.44,4640,0.115,-12.5,4.73e-36,5.6e-35,Branched-chain amino acid aminotransferase (EC 2.6.1.42),branched-chain amino acid aminotransferase (EC 2.6.1.42),positive,1125,375,-0.261066666666667,41547.5964,4.78900146484375,None,"K00826 - E2.6.1.42, ilvE - branched-chain amino acid aminotransferase [EC:2.6.1.42] [2.6.1.42]",(E) Amino Acid metabolis and transport,"Cysteine and methionine metabolism; Valine, leucine and isoleucine degradation; Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids",E,552531.BIF_01826,2.14e-289,788,Amino-transferase class IV,ilvE,-,2.6.1.42,ko:K00826,"ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00036,M00119,M00570","R01090,R01214,R02199,R10991","RC00006,RC00036","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_4,NA,NA,NA
RVCYZ000703,metabolic process;cellular process;biological regulation;,NODE_3_length_211607_cov_32.456019,rpsT,"rpsT, pgaptmp_000854, extdb:pgaptmp_000854",SSU ribosomal protein S20P,-1.7,2550,0.157,-10.8,4e-27,2.97e-26,SSU ribosomal protein S20P,30S ribosomal protein S20,negative,258,86,-0.502325581395349,9214.54929999999,11.3628540039063,rpsT,"K02968 - RP-S20, rpsT - small subunit ribosomal protein S20",(J) Translation,Ribosome,J,552531.BIF_01828,1.3599999999999999e-46,150,Binds directly to 16S ribosomal RNA,rpsT,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0040007,GO:0044424,GO:0044444,GO:0044464",-,ko:K02968,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S20p,NA,NA,NA
RVCYZ000709,response to stimulus;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000860, extdb:pgaptmp_000860",Thioredoxin peroxidase (EC 1.11.1.15),-2.74,9010,0.157,-17.5,1.11e-68,8.139999999999999e-67,Thioredoxin peroxidase (EC 1.11.1.15),peroxiredoxin (EC 1.11.1.24),negative,483,161,-0.662732919254659,18521.3791,4.88079833984375,None,"K03564 - BCP, PRXQ, DOT5 - peroxiredoxin Q/BCP [EC:1.11.1.15] [1.11.1.15]","(O) Post-translational modification, protein turnover, chaperone functions",-,O,552531.BIF_00644,4.8e-114,327,Redoxin,bcp,-,1.11.1.15,ko:K03564,-,-,-,-,"ko00000,ko01000",-,-,-,AhpC-TSA,NA,NA,NA
RVCYZ000717,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000868, extdb:pgaptmp_000868",Hypothetical protein,1.21,244,0.188,6.47,9.88e-11,2.87e-10,Hypothetical protein,DUF4186 domain-containing protein,positive,480,160,-0.737500000000001,17958.9287,9.21234130859375,None,K07240 - chrA - chromate transporter,(S) Function Unknown,-,S,552531.BIF_01532,1.33e-115,330,Domain of unknown function (DUF4186),-,-,-,-,-,-,-,-,-,-,-,-,DUF4186,NA,NA,NA
RVCYZ000726,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000877, extdb:pgaptmp_000877",Phosphohydrolase (MutT/nudix family protein),1.01,226,0.146,6.92,4.56e-12,1.47e-11,Phosphohydrolase (MutT/nudix family protein),NUDIX hydrolase (EC 3.6.-.-),negative,531,177,-0.280790960451977,20286.7364,4.86505126953125,None,NA,(L) Replication and repair,-,L,1410650.JHWL01000028_gene2214,1.25e-66,208,NUDIX domain,-,-,-,-,-,-,-,-,-,-,-,-,NUDIX,NA,NA,NA
RVCYZ000727,metabolic process;cellular process;biological regulation;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000878, extdb:pgaptmp_000878","Transcriptional regulator, MarR family",1.36,195,0.18,7.57,3.75e-14,1.39e-13,"Transcriptional regulator, MarR family",helix-turn-helix domain-containing protein,negative,342,114,-0.113157894736842,13026.1978,9.71697998046875,None,K01104 - E3.1.3.48 - protein-tyrosine phosphatase [EC:3.1.3.48] [3.1.3.48],(K) Transcription,-,K,552531.BIF_00896,1.2e-76,229,HxlR-like helix-turn-helix,-,-,-,-,-,-,-,-,-,-,-,-,HxlR,NA,NA,NA
RVCYZ000732,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000883, extdb:pgaptmp_000883",Thioredoxin reductase (EC 1.8.1.9) / Thioredoxin/Glutaredoxin family protein,-1.69,11200,0.137,-12.3,6.289999999999999e-35,7.03e-34,Thioredoxin reductase (EC 1.8.1.9) / Thioredoxin/Glutaredoxin family protein,FAD-dependent oxidoreductase,negative,1770,590,-0.129491525423729,63616.3214000002,4.94000244140625,None,"K00384 - trxB, TRR - thioredoxin reductase (NADPH) [EC:1.8.1.9] [1.8.1.9]",(C) Energy production and conversion,Selenocompound metabolism,C,552531.BIF_00641,0,1167,Thioredoxin domain,-,-,1.8.1.9,ko:K00384,"ko00450,map00450",-,"R02016,R03596,R09372","RC00013,RC02518,RC02873","ko00000,ko00001,ko01000",-,-,-,"Pyr_redox_2,Thioredoxin_3",NA,NA,NA
