id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO_Function,GenBank_Function,strand,length_nt,length_aa,GRAVY,Molecular_Weight,Iso_electric_Point,gene_name,Kegg_Orthology,COG_Category_description,KEGG_Pathway_names,COG_category_eggnog,seed_ortholog_eggnog,evalue_eggnog,score_eggnog,Description_eggnog,Preferred_name_eggnog,GOs_eggnog,EC_eggnog,KEGG_ko_eggnog,KEGG_Pathway_eggnog,KEGG_Module_eggnog,KEGG_Reaction_eggnog,KEGG_rclass_eggnog,BRITE_eggnog,KEGG_TC_eggnog,CAZy_eggnog,BiGG_Reaction_eggnog,PFAMs_eggnog,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RVCYZ000620,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000769, extdb:pgaptmp_000769",ADP-ribose pyrophosphatase (EC 3.6.1.13),1.91,2530,0.0867,22,1.1699999999999998e-107,2.9399999999999995e-106,ADP-ribose pyrophosphatase (EC 3.6.1.13),NUDIX hydrolase (EC 3.6.-.-),positive,627,209,-0.431578947368421,23829.7271,6.44964599609375,None,K01515 - nudF - ADP-ribose pyrophosphatase [EC:3.6.1.13] [3.6.1.13],(L) Replication and repair,Purine metabolism,L,552531.BIF_00208,6.769999999999999e-153,430,NUDIX domain,aspA,-,3.6.1.13,ko:K01515,"ko00230,map00230",-,R01054,RC00002,"ko00000,ko00001,ko01000",-,-,-,NUDIX,NA,NA,NA
RVCYZ000621,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000770, extdb:pgaptmp_000770",Transcriptional regulator,1.68,2880,0.103,16.4,3.85e-60,3.15e-59,Transcriptional regulator,response regulator,positive,756,252,-0.505555555555556,27949.213,4.55682373046875,None,"K22010 - pdtaR - two-component system, response regulator PdtaR",(T) Signal Transduction,-,T,552531.BIF_00124,7.75e-158,445,Response regulator receiver domain protein,pdtaR,"GO:0000160,GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0023052,GO:0030312,GO:0035556,GO:0040007,GO:0043167,GO:0043168,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944",-,ko:K22010,-,M00839,-,-,"ko00000,ko00002,ko02022",-,-,-,"ANTAR,Response_reg",NA,NA,NA
RVCYZ000625,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,glgX,"glgX, pgaptmp_000774, extdb:pgaptmp_000774",Isoamylase (EC 3.2.1.68),2.51,13500,0.127,19.7,1.63e-86,2.18e-85,Isoamylase (EC 3.2.1.68),glycogen debranching protein GlgX,positive,2115,705,-0.574326241134751,81013.5159000003,5.22467041015625,glgX,"K01214 - ISA, treX - isoamylase [EC:3.2.1.68] [3.2.1.68]",(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,G,552531.BIF_00611,0,1484,Belongs to the glycosyl hydrolase 13 family,glgX,-,3.2.1.68,ko:K01214,"ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,"R09995,R11261",-,"ko00000,ko00001,ko00002,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,CBM_48",NA,NA,NA
RVCYZ000628,metabolic process;cellular process;biological process involved in intraspecies interaction between organisms;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000778, extdb:pgaptmp_000778",Acetate kinase (EC 2.7.2.1),2.72,10100,0.111,24.5,1.0099999999999999e-132,5.08e-131,Acetate kinase (EC 2.7.2.1),acetate kinase (EC 2.7.2.1),negative,1230,410,-0.241463414634147,44597.8935,4.97918701171875,None,K00925 - ackA - acetate kinase [EC:2.7.2.1] [2.7.2.1],(H) Coenzyme metabolis,Taurine and hypotaurine metabolism; Pyruvate metabolism; Propanoate metabolism; Methane metabolism; Carbon fixation pathways in prokaryotes; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism,H,552531.BIF_00693,4.94e-297,811,Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction,ackA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",2.7.2.1,ko:K00925,"ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200","M00357,M00579","R00315,R01353","RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv0409,Acetate_kinase,NA,NA,NA
RVCYZ000629,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,pta,"pta, pgaptmp_000779, extdb:pgaptmp_000779",Phosphate acetyltransferase (EC 2.3.1.8),1.74,5280,0.0866,20.1,1.5499999999999998e-89,2.2799999999999998e-88,Phosphate acetyltransferase (EC 2.3.1.8),phosphate acetyltransferase (EC 2.3.1.8),negative,1680,560,0.079285714285714,59899.7297000001,4.80157470703125,pta,K13788 - pta - phosphate acetyltransferase [EC:2.3.1.8] [2.3.1.8],(C) Energy production and conversion,Taurine and hypotaurine metabolism; Pyruvate metabolism; Propanoate metabolism; Methane metabolism; Carbon fixation pathways in prokaryotes; Metabolic pathways; Microbial metabolism in diverse environments; Carbon metabolism,C,552531.BIF_00008,0,1092,phosphate acetyltransferase,pta,"GO:0005575,GO:0005576",2.3.1.8,ko:K13788,"ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200","M00357,M00579","R00230,R00921","RC00004,RC02746,RC02816","ko00000,ko00001,ko00002,ko01000",-,-,-,"AAA_26,DRTGG,PTA_PTB",NA,NA,NA
RVCYZ000630,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000780, extdb:pgaptmp_000780",Xylulose-5-phosphate (EC 4.1.2.9) / Fructose-6-phosphate phosphoketolase (EC 4.1.2.22),3.38,128000,0.138,24.5,2.0399999999999996e-132,9.68e-131,Xylulose-5-phosphate (EC 4.1.2.9) / Fructose-6-phosphate phosphoketolase (EC 4.1.2.22),phosphoketolase,negative,2475,825,-0.411393939393939,92500.6234000004,5.03961181640625,None,"K01621 - xfp, xpk - xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] [4.1.2.9 4.1.2.22]",(G) Carbohydrate metabolism and transport,Pentose phosphate pathway; Carbon fixation in photosynthetic organisms; Metabolic pathways; Microbial metabolism in diverse environments,G,552531.BIF_00105,0,1703,D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase,xfp,-,"4.1.2.22,4.1.2.9",ko:K01621,"ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120",-,"R00761,R01621","RC00032,RC00226","ko00000,ko00001,ko01000",-,-,-,"XFP,XFP_C,XFP_N",NA,NA,NA
RVCYZ000632,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000782, extdb:pgaptmp_000782",Hypothetical protein,-1.47,109,0.231,-6.38,1.73e-10,3.08e-10,Hypothetical protein,hypothetical protein,negative,399,133,-0.366165413533834,15088.0606,6.58245849609375,None,NA,(K) Transcription,-,K,552531.BIF_01974,4.41e-92,269,sequence-specific DNA binding,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RVCYZ000633,metabolic process;cellular process;biological regulation;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000783, extdb:pgaptmp_000783",Transposase,2.15,2540,0.134,16,5.99e-58,4.5899999999999994e-57,Transposase,IS5-like element ISBian1 family transposase,positive,963,321,-0.477570093457944,36100.3033,9.76605224609375,None,"K07481 - K07481 - transposase, IS5 family",(L) Replication and repair,-,L,552531.BIF_00230,5.1799999999999993e-228,628,Transposase domain (DUF772),-,-,-,ko:K07481,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_1,DUF772",NA,NA,NA
RVCYZ000637,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000787, extdb:pgaptmp_000787",Acetyltransferase (EC 2.3.1.-),-1.62,102,0.249,-6.48,9.14e-11,1.65e-10,Acetyltransferase (EC 2.3.1.-),GNAT family N-acetyltransferase,positive,384,128,-0.1953125,14442.5038,9.61749267578125,None,NA,(K) Transcription,-,K,552531.BIF_01119,1.82e-93,272,Acetyltransferase (GNAT) family,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1,NA,NA,NA
RVCYZ000639,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000789, extdb:pgaptmp_000789",Chorismate mutase (EC 5.4.99.5),-1.23,183,0.186,-6.58,4.61e-11,8.51e-11,Chorismate mutase (EC 5.4.99.5),chorismate mutase,negative,303,101,-0.575247524752475,11341.5927,5.33526611328125,None,K04782 - pchB - isochorismate pyruvate lyase [EC:4.2.99.21] [4.2.99.21],(E) Amino Acid metabolis and transport,Biosynthesis of siderophore group nonribosomal peptides; Biosynthesis of secondary metabolites; NA,E,552531.BIF_01121,1.23e-67,204,Chorismate mutase type II,-,-,4.2.99.21,ko:K04782,"ko01053,ko01110,ko01130,map01053,map01110,map01130",-,R06602,"RC01549,RC02148","ko00000,ko00001,ko01000",-,-,-,CM_2,NA,NA,NA
RVCYZ000651,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000801, extdb:pgaptmp_000801",Hypothetical cytosolic protein,-1.06,457,0.104,-10.3,8.46e-25,2.73e-24,Hypothetical cytosolic protein,DUF3737 family protein,negative,843,281,-0.291814946619218,32182.6298,4.75616455078125,None,K00712 - tagE - poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52] [2.4.1.52],(M) Cell wall/membrane/envelop biogenesis,-,M,552531.BIF_00917,1.4999999999999999e-151,431,Protein of unknown function (DUF3737),-,-,-,-,-,-,-,-,-,-,-,-,DUF3737,NA,NA,NA
RVCYZ000655,metabolic process;cellular process;response to stimulus;biological regulation;,NODE_3_length_211607_cov_32.456019,rpsD,"rpsD, pgaptmp_000805, extdb:pgaptmp_000805",SSU ribosomal protein S4P,2.11,21200,0.118,17.9,1.0300000000000001e-71,1.09e-70,SSU ribosomal protein S4P,30S ribosomal protein S4,positive,618,206,-0.589805825242719,23345.5377,10.6710815429688,rpsD,"K02986 - RP-S4, rpsD - small subunit ribosomal protein S4",(J) Translation,Ribosome,J,552531.BIF_02255,3.61e-141,400,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit",rpsD,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006417,GO:0006450,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0015935,GO:0019222,GO:0019843,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0032991,GO:0034248,GO:0034250,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0045727,GO:0045903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0065008,GO:0080090,GO:0097159,GO:1901363,GO:1990904,GO:2000112",-,ko:K02986,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_S4,S4",NA,NA,NA
RVCYZ000658,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000808, extdb:pgaptmp_000808",Hypothetical exported protein,2.13,756,0.138,15.4,1.18e-53,8.17e-53,Hypothetical exported protein,DUF948 domain-containing protein,positive,399,133,0.189473684210526,13847.946,9.18853759765625,None,"K02034 - ABC.PE.P1 - peptide/nickel transport system permease protein; K10563 - mutM, fpg - formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18] [3.2.2.23 4.2.99.18]",(S) Function Unknown,-,S,552531.BIF_00392,1.31e-84,250,Bacterial protein of unknown function (DUF948),-,-,-,-,-,-,-,-,-,-,-,-,DUF948,NA,NA,NA
RVCYZ000660,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,alaS,"alaS, pgaptmp_000810, extdb:pgaptmp_000810",Alanyl-tRNA synthetase (EC 6.1.1.7),1.63,8300,0.0939,17.4,1.3599999999999999e-67,1.2799999999999998e-66,Alanyl-tRNA synthetase (EC 6.1.1.7),alanine--tRNA ligase (EC 6.1.1.7),positive,2697,899,-0.331813125695215,98538.9059000007,5.00067138671875,alaS,"K01872 - AARS, alaS - alanyl-tRNA synthetase [EC:6.1.1.7] [6.1.1.7]",(J) Translation,Aminoacyl-tRNA biosynthesis,J,552531.BIF_00673,0,1763,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain,alaS,"GO:0003674,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016597,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.7,ko:K01872,"ko00970,map00970","M00359,M00360",R03038,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"DHHA1,tRNA-synt_2c,tRNA_SAD",NA,NA,NA
RVCYZ000674,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000824, extdb:pgaptmp_000824",Alpha-amylase (EC 3.2.1.1),-1.04,232,0.159,-6.53,6.66e-11,1.21e-10,Alpha-amylase (EC 3.2.1.1),alpha-amylase family glycosyl hydrolase,positive,528,176,-0.739204545454546,19485.0316,4.57501220703125,None,"K01176 - AMY, amyA, malS - alpha-amylase [EC:3.2.1.1] [3.2.1.1]",(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Carbohydrate digestion and absorption,G,552531.BIF_00151,7.779999999999999e-125,355,"Alpha amylase, catalytic domain",-,-,"3.2.1.1,3.2.1.41","ko:K01176,ko:K01200","ko00500,ko01100,ko01110,ko04973,map00500,map01100,map01110,map04973",-,"R02108,R02111,R02112,R11262",-,"ko00000,ko00001,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,Alpha-amylase_C,CBM_25,CBM_48,DUF5011,PUD",NA,NA,NA
RVCYZ000675,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000825, extdb:pgaptmp_000825",Pullulanase (EC 3.2.1.41),-1.36,102,0.201,-6.74,1.61e-11,3.09e-11,Pullulanase (EC 3.2.1.41),pullulanase,positive,450,150,-0.664666666666667,16826.6498,8.77532958984375,None,NA,(M) Cell wall/membrane/envelop biogenesis,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Carbohydrate digestion and absorption,M,552531.BIF_02253,2.2499999999999996e-109,314,Aamy_C,-,-,"3.2.1.1,3.2.1.41","ko:K01176,ko:K01200","ko00500,ko01100,ko01110,ko04973,map00500,map01100,map01110,map04973",-,"R02108,R02111,R02112,R11262",-,"ko00000,ko00001,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,Alpha-amylase_C,Big_4,CBM_25,CBM_48,DUF5011,PUD",NA,NA,NA
RVCYZ000676,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000826, extdb:pgaptmp_000826",Pullulanase (EC 3.2.1.41),-1.2,397,0.168,-7.1,1.26e-12,2.53e-12,Pullulanase (EC 3.2.1.41),pullulanase,positive,1065,355,-0.484788732394367,38823.8778,6.34161376953125,None,NA,(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites,G,552531.BIF_00181,2.32e-236,651,Belongs to the glycosyl hydrolase 13 family,pulA,-,"3.2.1.41,3.2.1.68","ko:K01200,ko:K01214","ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,"R02111,R09995,R11261",-,"ko00000,ko00001,ko00002,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,CBM_48,CW_binding_1,DUF3372,PUD",NA,NA,NA
RVCYZ000677,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000827, extdb:pgaptmp_000827",Hypothetical membrane associated protein,-1.11,232,0.127,-8.7,3.21e-18,8.21e-18,Hypothetical membrane associated protein,amylopullulanase,positive,546,182,-0.225274725274725,18231.7899,5.08673095703125,None,NA,(M) Cell wall/membrane/envelop biogenesis,Starch and sucrose metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Carbohydrate digestion and absorption,M,552531.BIF_00715,3.7800000000000005e-73,225,Aamy_C,-,-,"3.2.1.1,3.2.1.41","ko:K01176,ko:K01200","ko00500,ko01100,ko01110,ko04973,map00500,map01100,map01110,map04973",-,"R02108,R02111,R02112,R11262",-,"ko00000,ko00001,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,Alpha-amylase_C,Big_4,CBM_25,CBM_48,DUF5011,PUD",NA,NA,NA
RVCYZ000678,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000828, extdb:pgaptmp_000828",CTP synthase (EC 6.3.4.2),1.69,5960,0.0932,18.2,9.52e-74,1.0399999999999999e-72,CTP synthase (EC 6.3.4.2),CTP synthase (EC 6.3.4.2),positive,1683,561,-0.242067736185384,61915.5398000001,5.37481689453125,None,"K01937 - pyrG, CTPS - CTP synthase [EC:6.3.4.2] [6.3.4.2]",(F) Nucleotide metabolism and transport,Pyrimidine metabolism; Metabolic pathways,F,552531.BIF_00104,0,1129,Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates,pyrG,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944",6.3.4.2,ko:K01937,"ko00240,ko01100,map00240,map01100",M00052,"R00571,R00573","RC00010,RC00074","ko00000,ko00001,ko00002,ko01000",-,-,iNJ661.Rv1699,"CTP_synth_N,GATase",NA,NA,NA
RVCYZ000680,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,sufB,"sufB, pgaptmp_000830, extdb:pgaptmp_000830",ABC transporter-associated protein sufB,1.5,3870,0.192,7.82,5.25e-15,1.17e-14,ABC transporter-associated protein sufB,Fe-S cluster assembly protein SufB,positive,1452,484,-0.358471074380165,54002.9423000001,4.85870361328125,sufB,K09014 - sufB - Fe-S cluster assembly protein SufB,"(O) Post-translational modification, protein turnover, chaperone functions",-,O,552531.BIF_00694,0,973,FeS assembly protein SufB,sufB,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:1901360",-,ko:K09014,-,-,-,-,ko00000,-,-,-,UPF0051,ABC,membrane,unknown substrate
RVCYZ000681,metabolic process;cellular process;response to stimulus;,NODE_3_length_211607_cov_32.456019,sufD,"sufD, pgaptmp_000831, extdb:pgaptmp_000831",SufD protein,1.31,2770,0.182,7.17,7.5e-13,1.53e-12,SufD protein,Fe-S cluster assembly protein SufD,positive,1224,408,-0.342156862745098,44862.5498,4.79791259765625,sufD,K09015 - sufD - Fe-S cluster assembly protein SufD,"(O) Post-translational modification, protein turnover, chaperone functions",-,O,552531.BIF_00695,8.08e-300,817,FeS assembly protein SufD,sufD,"GO:0008150,GO:0009605,GO:0009607,GO:0040007,GO:0043207,GO:0044403,GO:0044419,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0075136",-,ko:K09015,-,-,-,-,ko00000,-,-,-,UPF0051,ABC,membrane,unknown substrate
RVCYZ000682,metabolic process;cellular process;localization;,NODE_3_length_211607_cov_32.456019,sufC,"sufC, pgaptmp_000832, extdb:pgaptmp_000832",ATP-dependent transporter sufC,1.54,1560,0.187,8.22,2.05e-16,4.85e-16,ATP-dependent transporter sufC,Fe-S cluster assembly ATPase SufC,positive,777,259,-0.287644787644788,28271.8048,5.10125732421875,sufC,K09013 - sufC - Fe-S cluster assembly ATP-binding protein,"(O) Post-translational modification, protein turnover, chaperone functions",-,O,552531.BIF_00623,8.039999999999999e-184,511,FeS assembly ATPase SufC,sufC,-,-,ko:K09013,-,-,-,-,"ko00000,ko02000",-,-,-,ABC_tran,ABC,ABC,unknown substrate
RVCYZ000684,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000834, extdb:pgaptmp_000834",IscU protein,1.45,998,0.194,7.44,9.89e-14,2.1e-13,IscU protein,SUF system NifU family Fe-S cluster assembly protein,positive,573,191,-0.387958115183246,20582.4948,4.54132080078125,None,"K04488 - iscU, nifU - nitrogen fixation protein NifU and related proteins",(C) Energy production and conversion,-,C,552531.BIF_01785,3.17e-135,383,"SUF system FeS assembly protein, NifU family",iscU,-,-,ko:K04488,-,-,-,-,ko00000,-,-,-,NifU_N,NA,NA,NA
RVCYZ000685,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000835, extdb:pgaptmp_000835",Hypothetical cytosolic protein,1.41,885,0.205,6.84,7.72e-12,1.51e-11,Hypothetical cytosolic protein,metal-sulfur cluster assembly factor,positive,570,190,-0.095263157894737,20450.6583,4.08306884765625,None,K01156 - res - type III restriction enzyme [EC:3.1.21.5] [3.1.21.5],(S) Function Unknown,-,S,552531.BIF_01784,5.859999999999999e-121,346,Iron-sulfur cluster assembly protein,-,-,-,-,-,-,-,-,-,-,-,-,FeS_assembly_P,NA,NA,NA
RVCYZ000686,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,glgC,"glgC, pgaptmp_000836, extdb:pgaptmp_000836",Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),1.41,2380,0.119,11.9,1.99e-32,8.4e-32,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),negative,1245,415,-0.231807228915663,45955.1144000001,5.34979248046875,glgC,K00975 - glgC - glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] [2.7.7.27],(H) Coenzyme metabolis,Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Biofilm formation - Escherichia coli,H,552531.BIF_00244,2.43e-284,778,"Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans",glgC,-,2.7.7.27,ko:K00975,"ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026",M00565,R00948,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,-,NTP_transferase,NA,NA,NA
RVCYZ000687,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,pgaptmp_000837,Transposase IS66 family::PF03050,-1.25,345,0.17,-7.36,1.89e-13,3.96e-13,Transposase IS66 family::PF03050,IS256 family transposase,positive,354,118,-0.727118644067797,13797.6013,9.21795654296875,None,NA,(L) Replication and repair,-,L,552531.BIF_00584,2.86e-88,262,Transposase and inactivated derivatives,tnp3503b,-,-,-,-,-,-,-,-,-,-,-,Transposase_mut,NA,NA,NA
RVCYZ000690,metabolic process;cellular process;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000841, extdb:pgaptmp_000841",Hit Family Protein,2.6,1440,0.0912,28.5,1.5799999999999998e-178,6.339999999999998e-176,Hit Family Protein,histidine triad nucleotide-binding protein,positive,333,111,-0.120720720720721,12327.8047,4.82635498046875,None,"K02503 - HINT1, hinT, hit - histidine triad (HIT) family protein",(F) Nucleotide metabolism and transport; (G) Carbohydrate metabolism and transport,-,FG,552531.BIF_01810,2.1900000000000002e-77,230,Scavenger mRNA decapping enzyme C-term binding,hit,-,-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,"DcpS_C,HIT",NA,NA,NA
RVCYZ000695,metabolic process;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000846, extdb:pgaptmp_000846",Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),2.79,15200,0.113,24.7,2.6799999999999997e-134,1.54e-132,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),AMP-dependent synthetase/ligase,negative,2058,686,-0.355685131195335,76122.7056000004,5.90460205078125,None,"K01897 - ACSL, fadD - long-chain acyl-CoA synthetase [EC:6.2.1.3] [6.2.1.3]",(I) Lipid metabolism,Fatty acid biosynthesis; Fatty acid degradation; Metabolic pathways; Fatty acid metabolism; Quorum sensing; PPAR signaling pathway; Peroxisome; Ferroptosis; Thermogenesis; Adipocytokine signaling pathway,I,552531.BIF_00162,0,1384,AMP-binding enzyme,fadD2,-,6.2.1.3,ko:K01897,"ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920",M00086,R01280,"RC00004,RC00014","ko00000,ko00001,ko00002,ko01000,ko01004,ko04147",4.C.1.1,-,-,AMP-binding,NA,NA,NA
RVCYZ000696,Uncategorized;,NODE_3_length_211607_cov_32.456019,null,"pgaptmp_000847, extdb:pgaptmp_000847",NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2),1.26,3130,0.101,12.4,1.6999999999999999e-35,7.729999999999999e-35,NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2),NAD(P) transhydrogenase subunit alpha,positive,1152,384,0.005208333333333,39990.7939,5.00885009765625,None,K00324 - pntA - H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1] [1.6.1.2 7.1.1.1],(C) Energy production and conversion,Nicotinate and nicotinamide metabolism; Metabolic pathways,C,552531.BIF_00111,6.84e-265,727,NAD(P) transhydrogenase subunit alpha part 1 K00324,pntA,-,1.6.1.2,ko:K00324,"ko00760,ko01100,map00760,map01100",-,R00112,RC00001,"ko00000,ko00001,ko01000",-,-,-,"AlaDh_PNT_C,AlaDh_PNT_N,PNTB_4TM",NA,NA,NA
