"#FILE"	"SEQUENCE"	"START"	"END"	"STRAND"	"GENE"	"COVERAGE"	"COVERAGE_MAP"	"GAPS"	"%COVERAGE"	"%IDENTITY"	"DATABASE"	"ACCESSION"	"PRODUCT"	"RESISTANCE"
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1101021	1102924	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1488567	1491887	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1572628	1576176	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1101005	1102924	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_B420.fna"	"CP003497"	1488567	1491887	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1168794	1170713	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1168801	1170713	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1168810	1170713	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1168810	1170713	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1561805	1565125	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1645866	1649414	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1168794	1170713	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_BAMA_B06.fna"	"CP116800"	1561805	1565125	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	1735752	1737671	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	1735759	1737671	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	1735768	1737671	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	185978	189298	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	270038	273586	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	1735768	1737671	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	185978	189298	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_BB_12.fna"	"CP001853"	1735752	1737671	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1100804	1102723	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1100811	1102723	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1100820	1102723	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1100820	1102723	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1488367	1491687	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1572428	1575976	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1100804	1102723	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_BF052.fna"	"CP009045"	1488367	1491687	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1101008	1102927	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1101015	1102927	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1101024	1102927	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1101024	1102927	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1488573	1491893	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1572849	1576397	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1101008	1102927	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_Bi_07.fna"	"CP003498"	1488573	1491893	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1100953	1102872	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1100960	1102872	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1100969	1102872	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1100969	1102872	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1488518	1491838	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1572793	1576341	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1100953	1102872	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_Bl_04.fna"	"NC_012814"	1488518	1491838	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000001"	201637	203556	"+"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000001"	201637	203549	"+"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000001"	201637	203540	"+"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000001"	201637	203540	"+"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000011"	82785	86333	"+"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000011"	167861	171181	"+"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000001"	201637	203556	"+"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_BL_G101.fna"	"JAGMWM010000011"	167861	171181	"+"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1100867	1102786	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1100874	1102786	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1100883	1102786	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1100883	1102786	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1488428	1491748	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1572419	1575967	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1100867	1102786	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_Bl12.fna"	"CP004053"	1488428	1491748	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1101055	1102974	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1101062	1102974	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1101071	1102974	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1101071	1102974	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1494066	1497386	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1578127	1581675	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1101055	1102974	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
"Bifidobacterium_animalis_lactis_BLa80.fna"	"CP084116"	1494066	1497386	"-"	"ILES"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"megares"	"MEG_3295"	"Drugs:Mupirocin:Mupirocin-resistant_isoleucyl-tRNA_synthetase:ILES"	
"Bifidobacterium_animalis_lactis_BLC1.fna"	"CP003039"	1100977	1102896	"-"	"tet(W)"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"ncbi"	"NG_048300.1"	"tetracycline resistance ribosomal protection protein Tet(W)"	"TETRACYCLINE"
"Bifidobacterium_animalis_lactis_BLC1.fna"	"CP003039"	1100984	1102896	"-"	"tet(W)_4"	"1-1913/1920"	"Err:510"	"2/2"	99.58	98.85	"resfinder"	"FN396364"	"tet(W)"	"Doxycycline;Minocycline;Tetracycline"
"Bifidobacterium_animalis_lactis_BLC1.fna"	"CP003039"	1100993	1102896	"-"	"(Tet)tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"argannot"	"AJ222769:3687-5606"	"(Tet)tetW"	
"Bifidobacterium_animalis_lactis_BLC1.fna"	"CP003039"	1100993	1102896	"-"	"tetW"	"1-1904/1920"	"Err:510"	"0/0"	99.17	98.16	"card"	"AJ222769.3:3686-5606"	"TetW is a ribosomal protection protein. It is associated with both conjugative and non conjugative DNA and has been found strains of Clostridioides difficile."	"tetracycline"
"Bifidobacterium_animalis_lactis_BLC1.fna"	"CP003039"	1493909	1497229	"-"	"Bifidobacteria_intrinsic_ileS_conferring_resistance_to_mupirocin"	"1-3324/3324"	"Err:510"	"20/35"	99.43	80.87	"card"	"CP001840.1:1613960-1610636"	"Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin."	"mupirocin"
"Bifidobacterium_animalis_lactis_BLC1.fna"	"CP003039"	1577970	1581518	"-"	"Bifidobacterium_adolescentis_rpoB_conferring_resistance_to_rifampicin"	"8-3556/3561"	"Err:510"	"2/2"	99.63	87.89	"card"	"NC_008618.1:1670624-1667063"	"Bifidobacterium are antibiotic resistant probiotics are prescribed to upkeep the population beneficial bacteria in the gut microbiome. However horizontal gene transfer among gut microbes could create harmful antibiotic-resistant pathogenic bacteria such as Mycobacterium tuberculosis. Lokesh et al. analyzed Bifidobacterium antitubercular drug resistance and mutations in rpoB. They found that B. animalis B. longum and B. adolescentis showed considerable resistance to pyrazinamide isoniazid and streptomycin while B. adolescentis had mutations both in the rifampicin (RIF) pocket and in regions outside the pockets and also showed considerable resistance to RIF."	"rifamycin"
"Bifidobacterium_animalis_lactis_BLC1.fna"	"CP003039"	1100977	1102896	"-"	"TETW"	"1-1920/1920"	"Err:510"	"0/0"	100	100	"megares"	"MEG_7212"	"Drugs:Tetracyclines:Tetracycline_resistance_ribosomal_protection_proteins:TETW"	
